Last_Report_Year,TRS_ID,System_Name,City,State,UZA_Name,UZA,UZA_Area_SQ_Miles,UZA_Population,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
2008,4025,Chatham Area Transit Authority,Savannah,GA,"Savannah, GA",144,102,"208,886",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$33,101","$147,127","$85,442","$55,054","$57,870","$66,058",$0
2008,4026,Manatee County Area Transit,Bradenton,FL,"Sarasota-Bradenton, FL",61,270,"559,229",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,4027,Pinellas Suncoast Transit Authority,St. Petersburg,FL,"Tampa-St. Petersburg, FL",19,802,"2,062,339",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,4028,Lee County Transit,Fort Myers,FL,"Cape Coral, FL",94,192,"329,757",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$34,853","$24,649","$28,876",$0,$0,"$268,529"
2008,4029,Broward County Transportation Department,Pompano Beach,FL,"Miami, FL",5,"1,116","4,919,036",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$6,782",$0,$0,$0,$0,$0,$0
2008,4030,Gainesville Regional Transit System,Gainesville,FL,"Gainesville, FL",180,77,"159,508",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,4031,Lakeland Area Mass Transit District ,Lakeland,FL,"Lakeland, FL",151,121,"199,487",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,4032,"County of Volusia, dba: VOTRAN",South Daytona,FL,"Daytona Beach-Port Orange, FL",124,114,"255,353",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,4034,Miami-Dade Transit,Miami,FL,"Miami, FL",5,"1,116","4,919,036",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,4035,Central Florida Regional Transportation Authority,Orlando,FL,"Orlando, FL",35,453,"1,157,431",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,4036,City of Tallahassee,Tallahassee,FL,"Tallahassee, FL",148,114,"204,260",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,4037,"Board of County Commissioners, Palm Beach County, PalmTran, Inc.",West Palm Beach,FL,"Miami, FL",5,"1,116","4,919,036",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,4038,Escambia County Area Transit,Pensacola,FL,"Pensacola, FL-AL",96,219,"323,783",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,4040,Jacksonville Transportation Authority,Jacksonville,FL,"Jacksonville, FL",43,411,"882,295",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,4041,Hillsborough Area Regional Transit Authority,Tampa,FL,"Tampa-St. Petersburg, FL",19,802,"2,062,339",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$78,061",$0,$0,$0,$0,"$132,162","$122,675"
2008,4042,Birmingham-Jefferson County Transit Authority,Birmingham,AL,"Birmingham, AL",55,392,"663,615",$0,$0,$0,$0,$0,$0,,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$17,000",$0
2008,4043,The Wave Transit System,Mobile,AL,"Mobile, AL",98,211,"317,605",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,4044,Montgomery Area Transit System,Montgomery,AL,"Montgomery, AL",154,99,"196,892",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$19,014",$0,$0,$0,$0
2008,4045,Tuscaloosa County Parking and Transit Authority,Tuscaloosa,AL,"Tuscaloosa, AL",228,76,"116,888",$0,$0,$0,$0,$0,$0,$0,$0,,$0,$0,,$0,$0,$0,$0,"$3,801","$36,071"
2008,4046,Sarasota County Area Transit,Sarasota,FL,"Sarasota-Bradenton, FL",61,270,"559,229",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,4047,Athens Transit System,Athens,GA,"Athens-Clarke County, GA",247,80,"106,482",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,4049,Gadsden Transportation Services - City of Gadsden,Gadsden,AL,"Gadsden, AL",373,60,"61,709",$0,$0,$0,,,,$0,,,,,,,,,,,
1996,4050,Smyrna Transit System ,New Smyrna Beach,FL,"Daytona Beach, FL",116,128,"221,341",$0,$0,$0,$0,$0,$0,,,,,,,,,,,,
2008,4051,Chapel Hill Transit,Chapel Hill,NC,"Durham, NC",109,157,"287,796",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$843,306",$0,$0,$0
2008,4053,Greenville Transit Authority,Greenville,SC,"Greenville, SC",103,227,"302,194",$0,$0,$0,$0,$0,$0,,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,4054,Johnson City Transit System,Johnson City,TN,"Johnson City, TN",254,91,"102,456",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,4056,Pee Dee Regional Transportation Authority,Florence,SC,"Florence, SC",349,63,"67,314",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$31,717","$177,390","$175,596","$15,895",$0,$0,$0
2008,4057,Jackson Transit Authority,Jackson,TN,"Jackson, TN",358,39,"65,086",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,4058,City of Rome Transit Department,Rome,GA,"Rome, GA",391,41,"58,287",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,4060,Hub City Transit,Hattiesburg,MS,"Hattiesburg, MS",376,39,"61,465",$0,,,,,,,,,,,,,,,,,
1996,4061,South Carolina Electric & Gas Company-Charleston,Columbia,SC,"Charleston, SC",73,251,"393,956",$0,$0,$0,$0,$0,$0,,,,,,,,,,,,
1992,4062,Central Midlands Regional Planning Council,Columbia,SC,"Columbia, SC",80,199,"328,349",$0,$0,,,,,,,,,,,,,,,,
2008,4063,Space Coast Area Transit,Cocoa,FL,"Palm Bay-Melbourne, FL",83,220,"393,289",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,4064,East Alabama Regional Planning and Development Commission,Anniston,AL,"Anniston, AL",320,78,"75,840",$0,$0,,,,,,,,,,,,,,,,
1995,4066,"Community Action Agency of North Central Alabama, Inc.",Montgomery,AL,"Decatur, AL",321,70,"63,541",$0,$0,$0,$0,$0,,,,,,,,,,,,,
1992,4067,Human Resource Development Corp. Southeast Alabama Transit System,Montgomery,AL,"Dothan, AL",341,93,"58,925",$0,$0,,,,,,,,,,,,,,,,
2008,4068,Northwest Alabama Council of Local Governments,Muscle Shoals,AL,"Florence, AL",335,52,"71,299",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$38,711",$0,$0,$0,"$301,116",$0,"$124,128"
2002,4069,South Carolina Electric & Gas Company-Columbia,Columbia,SC,"Columbia, SC",77,269,"420,537",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,,,,,,
2007,4070,Puerto Rico Ports Authority,San Juan,PR,"San Juan, PR",500,892,"2,216,616",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$5,226,923",$0,$0,$0,$0,$0,
2008,4071,"City of Huntsville, Alabama - Public Transportation Division",Huntsville,AL,"Huntsville, AL",141,157,"213,253",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$28,656",$0,$0
2008,4073, Lee-Russell Council of Governments,Opelika,AL,"Auburn, AL",381,40,"60,137",$0,$0,,,,,,$0,,$0,$0,$0,$0,$0,"$1,499","$23,895","$6,938",$0
2008,4074,Pasco County Public Transportation,Port Richey,FL,"Tampa-St. Petersburg, FL",19,802,"2,062,339",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
1994,4075,Comprehensive Paratransit Services ,Miami,FL,"Miami--Hialeah, FL",16,353,"1,914,660",$0,$0,$0,$0,,,,,,,,,,,,,,
2008,4077,South Florida Regional Transportation Authority,Pompano Beach,FL,"Miami, FL",5,"1,116","4,919,036",,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$7,524,415","$10,361,496",$0
2008,4078,Cobb County Department of Transportation Authority,Marietta,GA,"Atlanta, GA",11,"1,963","3,499,840",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,4080,Kingsport Area Transit System,Kingsport,TN,"Kingsport, TN-VA",269,98,"95,766",$0,,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,,,,
2008,4082,Douglas County Rideshare,Douglasville,GA,"Atlanta, GA",11,"1,963","3,499,840",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$38,667","$36,000","$29,545","$38,529",$0,"$32,446"
2005,4083,Aiken County Public Transit System,Aiken,SC,"Augusta-Richmond County, GA-SC",92,232,"335,630",$0,$0,$0,$0,$0,,$0,,$0,,,,,,,,,
1999,4084,"Okaloosa County Coordinated Transportation, Inc.",Fort Walton Beach,FL,"Fort Walton Beach, FL",205,72,"112,522",$0,$0,$0,$0,$0,$0,$0,$0,$0,,,,,,,,,
2008,4085,Bay County Council On Aging Bay Coordinated Transportation,Panama City,FL,"Panama City, FL",207,102,"132,419",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,4086,Metropolitan Bus Authority,San Juan,PR,"San Juan, PR",500,892,"2,216,616",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$2,254,741","$3,606",$0,$0,$0,$0
2008,4087,Durham Area Transit Authority,Durham,NC,"Durham, NC",109,157,"287,796",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,4088,Spartanburg County Transportation Services,Spartanburg,SC,"Spartanburg, SC",194,137,"145,058",$0,,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,4089,Phenix City Express,Opelika,AL,"Columbus, GA-AL",129,136,"242,324",,,$0,$0,,,,,,,,,,,,,,
2008,4090,Piedmont Wagon Transit System,Hickory,NC,"Hickory, NC",162,211,"187,808",$0,$0,$0,$0,,,,,,,,,,,,,,
1993,4091,Gaston County Central Transportatio ,Gastonia,NC,"Gastonia, NC",202,90,"113,637",$0,$0,$0,,,,,,,,,,,,,,,
2008,4092,Clarksville Transit System,Clarksville,TN,"Clarksville, TN-KY",219,79,"121,775",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,4093,Greensboro Transit Authority,Greensboro,NC,"Greensboro, NC",121,135,"267,884",,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,4094,Puerto Rico Highway and Transportation Authority,San Juan,PR,"San Juan, PR",500,892,"2,216,616",,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,4097,"Council on Aging of St. Lucie, Inc.",Fort Pierce,FL,"Port St. Lucie, FL",117,169,"270,774",,,,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$4,427","$1,060"
1993,4098,"Red Top Transportation, Inc. ",Miami,FL,"Miami--Hialeah, FL",16,353,"1,914,660",,$0,$0,,,,,,,,,,,,,,,
2004,4099,Autauga County Commission,Prattville,AL,"Montgomery, AL",154,99,"196,892",,,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,,,,
2008,4100,Santee Wateree Regional Transportation Authority,Sumter,SC,"Sumter, SC",364,45,"64,320",,,$0,$0,$0,,$0,$0,$0,,$0,$0,$0,$0,$0,$0,$0,$0
2008,4101,Spartanburg Transit System,Spartanburg,SC,"Spartanburg, SC",194,137,"145,058",,,,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,4102,Waccamaw Regional Transportation Authority,Conway,SC,"Myrtle Beach, SC",217,101,"122,984",,,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$123,961","$101,099","$39,835","$19,771","$197,233"
2008,4103,Wiregrass Transit Authority,Dothan,AL,"Dothan, AL",377,53,"60,792",,,,$0,,,,,,$0,$0,$0,$0,$0,$0,$0,"$19,066",$0
2008,4104,"Senior Resource Association, Inc.",Vero Beach,FL,"Vero Beach-Sebastian, FL",220,81,"120,962",,,,,$0,$0,$0,$0,$0,$0,$0,"$37,893",$0,"$25,002",,$0,"$16,778",$500
2008,4105,Department of Transportation and Public Works,San Juan,PR,"San Juan, PR",500,892,"2,216,616",,,,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2001,4106,Comsis Mobility Services ,Miami,FL,"Miami--Hialeah, FL",16,353,"1,914,660",,,,$0,$0,$0,$0,$0,$0,,$0,,,,,,,
2008,4108,Research Triangle Regional Public Transportation Authority,Research Triangle Park,NC,"Durham, NC",109,157,"287,796",,,,,$0,$0,$0,$0,$0,$0,$0,"$376,654",$0,$0,$0,$0,$0,"$650,000"
1995,4109,"B & L Services, Inc. ",Fort Lauderdale,FL,"Fort Lauderdale--Hollywood--Pompano Beach, FL",26,327,"1,238,134",,,,,$0,,,,,,,,,,,,,
2008,4110,Charleston Area Regional Transportation Authority,Charleston,SC,"Charleston-North Charleston, SC",75,231,"423,410",,,,,,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$27,370",$0,"$53,519",$0
2008,4111,Morgan County Area Transportation System,Decatur,AL,"Decatur, AL",433,28,"52,315",,,,,,,$0,,,,,,$0,,$0,$0,$0,$0
2008,4113,"Council on Aging of Martin County, Inc.",Stuart,FL,"Port St. Lucie, FL",117,169,"270,774",,,,,,,$0,$0,$0,$0,$0,$0,$0,"$7,220",$0,"$33,875","$29,348",$0
2008,4120,"City of Ocala, Florida",Ocala,FL,"Ocala, FL",246,89,"106,542",,,,,,,,,$0,$0,$0,$0,$0,$0,$0,$0,$0,
2008,4127,Polk County Transit Services Division - Polk County Board of County Commissioners,Bartow,FL,"Lakeland, FL",151,121,"199,487",,,,,,,,,,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,4128,Okaloosa County Board of County Commissioners,Fort Walton Beach,FL,"Fort Walton Beach, FL",191,97,"152,741",,,,,,,,,,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,4129,Charlotte County Transit Division,Punta Gorda,FL,"North Port-Punta Gorda, FL",218,89,"122,421",,,,,,,,,,,$0,$0,$0,$0,$0,$0,$0,"$19,261"
2008,4130,Macon-Bibb County Transit Authority,Macon,GA,"Macon, GA",203,81,"135,170",,,,,,,,,,,,$0,$0,$0,$0,"$5,708","$65,956","$235,685"
2008,4131,Davidson County Transportation,Lexington,NC,"High Point, NC",205,94,"132,844",,,,,,,,,,,,$0,,,,,,
2008,4132,Goldsboro-Wayne Transportation Authority,Goldsboro,NC,"Goldsboro, NC",396,44,"57,915",,,,,,,,,,,$0,,,,,,,
2008,4133,Guildford County Transportation,Greensboro,NC,"Greensboro, NC",121,135,"267,884",,,,,,,,,,,,,,,$0,$0,$0,$0
2006,4134,"Advanced Transportation Solutions, LLC",Miami,FL,"Miami, FL",5,"1,116","4,919,036",,,,,,,,,,,$0,$0,$0,$0,$0,$0,,
2008,4135,Georgia Regional Transportation Authority,Atlanta,GA,"Atlanta, GA",11,"1,963","3,499,840",,,,,,,,,,,,$0,$0,$0,"$78,213",$0,$0,$0
2008,4138,Gwinnett County Board of Commissioners,Lawrenceville,GA,"Atlanta, GA",11,"1,963","3,499,840",,,,,,,,,,,,"$118,473",$0,$0,$0,$0,$0,$0
2008,4140,Collier Area Transit,Naples,FL,"Bonita Springs-Naples, FL",138,150,"221,251",,,,,,,,,,,,,,,$0,$0,$0,$0
2008,4141,Central Midlands Regional Transit Authority,Columbia,SC,"Columbia, SC",77,269,"420,537",,,,,,,,,,,,,"$166,281","$178,660",$0,$0,$0,$0
2007,4142,City of Canton Transit,Canton,GA,"Atlanta, GA",11,"1,963","3,499,840",,,,,,,,,,,,,$0,$0,$0,$0,$0,
2008,4143,Town of Cary,Cary,NC,"Raleigh, NC",66,320,"541,527",,,,,,,,,,,,,,$0,$0,$0,$0,$0
2008,4146,Hernando County Board of County Commissioners,Brooksville,FL,"Brooksville, FL",255,84,"102,193",,,,,,,,,,,,,,,$0,$0,$0,$0
2008,4147,NC State University Transportation Department,Raleigh,NC,"Raleigh, NC",66,320,"541,527",,,,,,,,,,,,,,,"$60,907","$79,597","$21,638",$0
2008,4148,"Tri-County Community Council, Inc.",Bonifay,FL,"Panama City, FL",207,102,"132,419",,,,,,,,,,,,,,$0,$0,$0,$0,$0
2008,4152,"Miami Lakes - VPSI, Inc.",Miami Lakes,FL,"Miami, FL",5,"1,116","4,919,036",,,,,,,,,,,,,,,$0,$0,$0,$0
2008,4153,"Marietta - VPSI, Inc.",Marietta,GA,"Atlanta, GA",11,"1,963","3,499,840",,,,,,,,,,,,,,,$0,$0,$0,$0
2008,4155,"St Johns County, Florida,  Board of County Commissioners",St. Augustine,FL,"St. Augustine, FL",422,35,"53,519",,,,,,,,,,,,,,,,,"$100,000",$0
2008,4157,Clayton County Board of Commissioners,Jonesboro,GA,"Atlanta, GA",11,"1,963","3,499,840",,,,,,,,,,,,,,,,,$0,$0
2008,4158,Lake County Board of County Commissioners,Tavares,FL,"Leesburg-Eustis, FL",263,71,"97,497",,,,,,,,,,,,,,,,,"$186,921",$0
2008,4159,Regional Transportation Authority,Nashville,TN,"Nashville-Davidson, TN",48,431,"749,935",,,,,,,,,,,,,,,,,$0,$0
2008,4161,Cherokee County Board of Commissioners,Canton,GA,"Atlanta, GA",11,"1,963","3,499,840",,,,,,,,,,,,,,,,,$0,
2008,4169,Regional Planning Commission of Greater Birmingham,Birmingham,AL,"Birmingham, AL",55,392,"663,615",,,,,,,,,,,,,,,,,,$0
2008,4171,Knoxville-Knox County Community Action Committee,Knoxville,TN,"Knoxville, TN",78,339,"419,830",,,,,,,,,,,,,,,,,,$0
2008,4173,Piedmont Authority for Regional Transportation,Greensboro,NC,"Greensboro, NC",121,135,"267,884",,,,,,,,,,,,,,,,,,$0
2008,4175,Maritime Transportation Authority of Puerto Rico,Fajardo,PR,"San Juan, PR",500,892,"2,216,616",,,,,,,,,,,,,,,,,,$0
2008,4177,Buckhead Community Improvement District,Atlanta,GA,"Atlanta, GA",11,"1,963","3,499,840",,,,,,,,,,,,,,,,,,$0
2008,4179,Broward County Community Bus Service,Pompano Beach,FL,"Miami, FL",5,"1,116","4,919,036",,,,,,,,,,,,,,,,,,$0
2008,5001,City of Appleton - Valley Transit,Appleton,WI,"Appleton, WI",163,73,"187,683",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,5002,Green Bay Metro,Green Bay,WI,"Green Bay, WI",164,82,"187,316",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,5003,Kenosha Transit,Kenosha,WI,"Kenosha, WI",241,42,"110,942",$0,$0,$0,$0,,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,5004,LaCrosse Municipal Transit Utility,LaCrosse,WI,"La Crosse, WI-MN",285,40,"89,966",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$1,698","$1,126",$0,$0,$0,$0
2008,5005,Metro Transit System,Madison,WI,"Madison, WI",95,114,"329,533",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$743,846",$0,$0,$0,$0,$0,$0
2008,5006,Belle Urban System - Racine,Racine,WI,"Racine, WI",209,46,"129,545",$0,$0,$0,,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,5008,Milwaukee County Transit System,Milwaukee,WI,"Milwaukee, WI",32,487,"1,308,913",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,5009,Oshkosh Transit System,Oshkosh,WI,"Oshkosh, WI",336,27,"71,070",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,5010,Metro Regional Transit Authority,Akron,OH,"Akron, OH",60,308,"570,215",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,5011,Stark Area Regional Transit Authority,Canton,OH,"Canton, OH",122,143,"266,595",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$477,856","$174,638","$148,486",$0,$0
2008,5012,Southwest Ohio Regional Transit Authority,Cincinnati,OH,"Cincinnati, OH-KY-IN",26,672,"1,503,262",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,5015,The Greater Cleveland Regional Transit Authority,Cleveland,OH,"Cleveland, OH",21,647,"1,786,647",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,5016,Central Ohio Transit Authority,Columbus,OH,"Columbus, OH",36,398,"1,133,193",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,5017,Greater Dayton Regional Transit Authority,Dayton,OH,"Dayton, OH",52,324,"703,444",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$2,428,637"
1995,5018,Hamilton City Lines ,Hamilton,OH,"Hamilton, OH",193,53,"118,315",$0,$0,$0,,,,,,,,,,,,,,,
2008,5019,City of Middletown - Middletown Transit System,Middletown,OH,"Middletown, OH",273,48,"94,355",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,5020,Springfield City Area Transit,Springfield,OH,"Springfield, OH",286,44,"89,684",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,5021,Portage Area Regional Transportation Authority,Kent,OH,"Akron, OH",60,308,"570,215",,,,,,$0,,$0,$0,$0,$0,$0,$0,$0,$0,"$91,856","$63,552","$29,458"
2008,5022,Toledo Area Regional Transit Authority,Toledo,OH,"Toledo, OH-MI",71,202,"503,008",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,5024,Western Reserve Transit Authority,Youngstown,OH,"Youngstown, OH-PA",80,228,"417,437",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,5025,Duluth Transit Authority,Duluth,MN,"Duluth, MN-WI",225,66,"118,265",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,5026,City of Moorhead Transit,Moorhead,MN,"Fargo, ND-MN",197,46,"142,477",$0,$0,,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$1,838",$0,$0,
2008,5027,Metro Transit,Minneapolis,MN,"Minneapolis-St. Paul, MN",16,894,"2,388,593",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,5028,St. Cloud Metropolitan Transit Commission,St. Cloud,MN,"St. Cloud, MN",280,39,"91,305",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$68,315","$407,360",$0,$0,$0,$0,$0
2008,5029,Bay Metropolitan Transit Authority,Bay City,MI,"Bay City, MI",326,40,"74,048",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,5030,Battle Creek Transit,Battle Creek,MI,"Battle Creek, MI",313,51,"79,135",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$6,955","$43,173",$0,$0
2008,5031,Suburban Mobility Authority for Regional Transportation,Detroit,MI,"Detroit, MI",9,"1,262","3,903,377",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$6,222","$13,854"
2008,5032,Mass Transportation Authority,Flint,MI,"Flint, MI",86,231,"365,096",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,5033,Interurban Transit Partnership,Grand Rapids,MI,"Grand Rapids, MI",67,257,"539,080",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,5034,City of Jackson Transportation Authority,Jackson,MI,"Jackson, MI",292,52,"88,050",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,5035,Kalamazoo Metro Transit System,Kalamazoo,MI,"Kalamazoo, MI",161,108,"187,961",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,5036,Capital Area Transportation Authority,Lansing,MI,"Lansing, MI",104,137,"300,032",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$21,258","$10,666","$87,058","$207,037","$11,044","$23,442","$14,649"
2008,5037,Muskegon Area Transit System,Muskegon Heights,MI,"Muskegon, MI",185,100,"154,729",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,5038,Niles Dial-A-Ride,Niles,MI,"South Bend, IN-MI",113,156,"276,498",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,
2008,5039,Saginaw Transit Authority Regional Service,Saginaw,MI,"Saginaw, MI",200,74,"140,985",$0,$0,$0,$0,,$0,$0,$0,$0,,$0,$0,$0,$0,$0,$0,$0,$0
2008,5040,Ann Arbor Transportation Authority,Ann Arbor,MI,"Ann Arbor, MI",112,129,"283,904",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,5041,City of Anderson Transportation System,Anderson,IN,"Anderson, IN",265,63,"97,038",$0,$0,$0,$0,,$0,$0,$0,$0,$0,$0,$0,,$0,$0,$0,$0,$0
2008,5042,East Chicago Transit,East Chicago,IN,"Chicago, IL-IN",3,"2,123","8,307,904",,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,,$0,$0,$0
2008,5043,Metropolitan Evansville Transit System,Evansville,IN,"Evansville, IN-KY",142,106,"211,989",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$136,503"
2008,5044,Fort Wayne Public Transportation Corporation,Fort Wayne,IN,"Fort Wayne, IN",110,135,"287,759",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,5045,Gary Public Transportation Corporation,Gary,IN,"Chicago, IL-IN",3,"2,123","8,307,904",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$126,430",$0,$0,$0,$0
