"code","npias","name","city","state","ADO","service_level","district","id","airport_id","year","operations"
"DHN","01-0026","Dothan Regional","Dothan","AL","JAN","P",2,9123,"DHN",2006,89007
"DHN","01-0026","Dothan Regional","Dothan","AL","JAN","P",2,9618,"DHN",2007,90598
"DHN","01-0026","Dothan Regional","Dothan","AL","JAN","P",2,10118,"DHN",2008,88468
"DHN","01-0026","Dothan Regional","Dothan","AL","JAN","P",2,10622,"DHN",2009,45859
"14J","01-0083","Carl Folsom","Elba","AL","JAN","GA",2,,"",,
"EDN","01-0027","Enterprise Municipal","Enterprise","AL","JAN","GA",2,,"",,
"EUF","01-0028","Weedon Field","Eufaula","AL","JAN","GA",2,,"",,
"GZH","01-0092","Middleton Field","Evergreen","AL","JAN","GA",2,,"",,
"4R4","01-0029","H. L. (Sonny) Callahan","Fairhope","AL","JAN","GA",1,,"",,
"M95","01-0030","Richard Arthur Field","Fayette","AL","JAN","GA",4,,"",,
"0J4","01-0094","Florala Municipal","Florala","AL","JAN","",,,"",,
"5R4","01-0031","Foley Municipal","Foley","AL","JAN","GA",1,,"",,
"4A9","01-0032","Isbell Field","Fort Payne","AL","JAN","GA",4,,"",,
"GAD","01-0033","Northeast Alabama Regional","Gadsden","AL","JAN","GA",4,,"",,
"33J","01-0034","Geneva Municipal","Geneva","AL","JAN","GA",2,,"",,
"7A0","01-0035","Greensboro Municipal","Greensboro","AL","JAN","",,,"",,
"PRN","01-0036","MacCrenshaw Memorial","Greenville","AL","JAN","GA",2,,"",,
"3A0","01-0107","Grove Hill Municipal","Grove Hill","AL","JAN","",,,"",,
"JKA","01-0090","Jack Edwards","Gulf Shores","AL","JAN","GA",1,,"",,
"8A1","01-0038","Guntersville Municipal - Joe Starnes Field","Guntersville","AL","JAN","GA",4,,"",,
"1M4","01-0039","Posey Field","Haleyville","AL","JAN","GA",4,,"",,
"HAB","01-0040","Marion County-Rankin Fite","Hamilton","AL","JAN","GA",4,,"",,
"5M0","01-0041","Rountree Field","Hartselle","AL","JAN","GA",5,,"",,
"0J6","01-0093","Headland Municipal","Headland","AL","JAN","GA",2,,"",,
"HSV","01-0042","Huntsville International-Carl T Jones Field","Huntsville","AL","JAN","P",5,8231,"HSV",2004,105017
"HSV","01-0042","Huntsville International-Carl T Jones Field","Huntsville","AL","JAN","P",5,8722,"HSV",2005,101919
"HSV","01-0042","Huntsville International-Carl T Jones Field","Huntsville","AL","JAN","P",5,9216,"HSV",2006,95360
"HSV","01-0042","Huntsville International-Carl T Jones Field","Huntsville","AL","JAN","P",5,9713,"HSV",2007,95837
"HSV","01-0042","Huntsville International-Carl T Jones Field","Huntsville","AL","JAN","P",5,10214,"HSV",2008,82182
"HSV","01-0042","Huntsville International-Carl T Jones Field","Huntsville","AL","JAN","P",5,10719,"HSV",2009,32207
"MDQ","01-0087","Madison County Executive/Tom Sharp Jr Field","Huntsville","AL","JAN","GA",5,,"",,
"4R3","01-0043","Jackson Municipal","Jackson","AL","JAN","GA",7,,"",,
"JFX","01-0096","Walker County-Bevill Field","Jasper","AL","JAN","GA",4,,"",,
"7A3","01-0046","Lanett Municipal","Lanett","AL","JAN","GA",3,,"",,
"A08","01-0104","Vaiden Field","Marion","AL","JAN","GA",7,,"",,
"BFM","01-0050","Mobile Downtown","Mobile","AL","JAN","GA",1,8075,"BFM",2004,84452
"BFM","01-0050","Mobile Downtown","Mobile","AL","JAN","GA",1,8563,"BFM",2005,93591
"BFM","01-0050","Mobile Downtown","Mobile","AL","JAN","GA",1,9055,"BFM",2006,75415
"BFM","01-0050","Mobile Downtown","Mobile","AL","JAN","GA",1,9549,"BFM",2007,89645
"BFM","01-0050","Mobile Downtown","Mobile","AL","JAN","GA",1,10049,"BFM",2008,83067
"BFM","01-0050","Mobile Downtown","Mobile","AL","JAN","GA",1,10552,"BFM",2009,43697
"MOB","01-0051","Mobile Regional","Mobile","AL","JAN","P",1,8330,"MOB",2004,104493
"MOB","01-0051","Mobile Regional","Mobile","AL","JAN","P",1,8821,"MOB",2005,95614
"MOB","01-0051","Mobile Regional","Mobile","AL","JAN","P",1,9316,"MOB",2006,110461
"MOB","01-0051","Mobile Regional","Mobile","AL","JAN","P",1,9814,"MOB",2007,88822
"MOB","01-0051","Mobile Regional","Mobile","AL","JAN","P",1,10315,"MOB",2008,116698
"MOB","01-0051","Mobile Regional","Mobile","AL","JAN","P",1,10820,"MOB",2009,52333
"MVC","01-0052","Monroe County","Monroeville","AL","JAN","GA",1,,"",,
"MGM","01-0053","Montgomery Regional (Dannelly Field)","Montgomery","AL","JAN","P",2,8313,"MGM",2004,72028
"MGM","01-0053","Montgomery Regional (Dannelly Field)","Montgomery","AL","JAN","P",2,8804,"MGM",2005,67596
"MGM","01-0053","Montgomery Regional (Dannelly Field)","Montgomery","AL","JAN","P",2,9299,"MGM",2006,72633
"MGM","01-0053","Montgomery Regional (Dannelly Field)","Montgomery","AL","JAN","P",2,9797,"MGM",2007,71446
"MGM","01-0053","Montgomery Regional (Dannelly Field)","Montgomery","AL","JAN","P",2,10298,"MGM",2008,71781
"MGM","01-0053","Montgomery Regional (Dannelly Field)","Montgomery","AL","JAN","P",2,10803,"MGM",2009,28281
"MSL","01-0054","Northwest Alabama Regional","Muscle Shoals","AL","JAN","CS",5,,"",,
"20A","01-0055","Robbins Field","Oneonta","AL","JAN","GA",4,,"",,
"71J","01-0056","Blackwell Field","Ozark","AL","JAN","GA",2,,"",,
"PLR","01-0057","St Clair County","Pell City","AL","JAN","R",6,,"",,
"+06Z","01-0101","Piedmont","Piedmont","AL","JAN","",,,"",,
"1A9","01-0060","Prattville - Grouby Field","Prattville","AL","JAN","GA",2,,"",,
"3M8","01-0110","North Pickens","Reform","AL","JAN","GA",4,,"",,
"7A5","01-0062","Roanoke Municipal","Roanoke","AL","JAN","GA",3,,"",,
"M22","01-0063","Russellville Municipal","Russellville","AL","JAN","GA",4,,"",,
"4A6","01-0109","Scottsboro Municipal-Word Field","Scottsboro","AL","JAN","GA",5,,"",,
"SEM","01-0100","Craig Field","Selma","AL","JAN","GA",7,,"",,
"2R5","01-0066","St Elmo","St. Elmo","AL","JAN","GA",1,,"",,
"SCD","01-0068","Merkel Field Sylacauga Municipal","Sylacauga","AL","JAN","GA",3,,"",,
"ASN","01-0069","Talladega Municipal","Talladega","AL","JAN","GA",3,,"",,
"TOI","01-0071","Troy Municipal","Troy","AL","JAN","GA",2,,"",,
"TCL","01-0072","Tuscaloosa Regional","Tuscaloosa","AL","JAN","GA",7,8477,"TCL",2004,61362
"TCL","01-0072","Tuscaloosa Regional","Tuscaloosa","AL","JAN","GA",7,8970,"TCL",2005,57811
"TCL","01-0072","Tuscaloosa Regional","Tuscaloosa","AL","JAN","GA",7,9464,"TCL",2006,58238
"TCL","01-0072","Tuscaloosa Regional","Tuscaloosa","AL","JAN","GA",7,9964,"TCL",2007,58987
"TCL","01-0072","Tuscaloosa Regional","Tuscaloosa","AL","JAN","GA",7,10465,"TCL",2008,51081
"TCL","01-0072","Tuscaloosa Regional","Tuscaloosa","AL","JAN","GA",7,10970,"TCL",2009,26050
"06A","01-0078","Moton Field Municipal","Tuskegee","AL","JAN","GA",3,,"",,
"07A","01-0114","Franklin Field","Union Springs","AL","JAN","GA",2,,"",,
"08A","01-0076","Wetumpka Municipal","Wetumpka","AL","JAN","GA",2,,"",,
"M73","05-0001","Almyra Municipal","Almyra","AR","AROK","GA",1,,"",,
"M89","05-0002","Dexter B Florence Memorial Field","Arkadelphia","AR","AROK","GA",4,,"",,
"CVK","05-0082","Sharp County Regional","Ash Flat","AR","AROK","GA",1,,"",,
"M60","05-0003","Woodruff County","Augusta","AR","AROK","GA",1,,"",,
"BVX","05-0004","Batesville Regional","Batesville","AR","AROK","GA",1,,"",,
"SUZ","05-0090","Saline County Regional","Benton","AR","AROK","GA",2,,"",,
"VBT","05-0006","Bentonville Municipal/Louise M Thaden Field","Bentonville","AR","AROK","GA",3,,"",,
"4M1","05-0007","Carroll County","Berryville","AR","AROK","GA",3,,"",,
"BYH","05-0086","Arkansas International","Blytheville","AR","AROK","GA",1,,"",,
"HKA","05-0008","Blytheville Municipal","Blytheville","AR","AROK","GA",1,,"",,
"M36","05-0009","Frank Federer Memorial","Brinkley","AR","AROK","GA",1,,"",,
"37T","05-0085","Calico Rock-Izard County","Calico Rock","AR","AROK","GA",1,,"",,
"CDH","05-0010","Harrell Field","Camden","AR","AROK","GA",4,,"",,
"4M3","05-0011","Carlisle Municipal","Carlisle","AR","AROK","GA",1,,"",,
"4M8","05-0012","Clarendon Municipal","Clarendon","AR","AROK","GA",1,,"",,
"H35","05-0013","Clarksville Municipal","Clarksville","AR","AROK","GA",3,,"",,
"CCA","05-0077","Clinton Municipal","Clinton","AR","AROK","GA",2,,"",,
"+08B","05-0091","Delta Regional Airport","Colt","AR","AROK","",1,,"",,
"+086","05-0089","Conway Replacement Airport","Conway","AR","AROK","",,,"",,
"CWS","05-0014","Dennis F Cantrell Field","Conway","AR","AROK","",,,"",,
"4M9","05-0068","Corning Municipal","Corning","AR","AROK","GA",1,,"",,
"CRT","05-0015","Z M Jack Stell Field","Crossett","AR","AROK","GA",4,,"",,
"32A","05-0088","Danville Municipal","Danville","AR","AROK","GA",2,,"",,
"DEQ","05-0016","J Lynn Helms Sevier County","De Queen","AR","AROK","GA",4,,"",,
"5M1","05-0017","De Witt Municipal","De Witt","AR","AROK","GA",1,,"",,
"0M0","05-0067","Billy Free Municipal","Dumas","AR","AROK","GA",4,,"",,
"ELD","05-0018","South Arkansas Regional at Goodwin Field","El Dorado","AR","AROK","GA",4,,"",,
"FYV","05-0020","Drake Field","Fayetteville","AR","AROK","GA",3,8190,"FYV",2004,45129
"FYV","05-0020","Drake Field","Fayetteville","AR","AROK","GA",3,8679,"FYV",2005,46865
"FYV","05-0020","Drake Field","Fayetteville","AR","AROK","GA",3,9172,"FYV",2006,48033
"FYV","05-0020","Drake Field","Fayetteville","AR","AROK","GA",3,9667,"FYV",2007,36812
"FYV","05-0020","Drake Field","Fayetteville","AR","AROK","GA",3,10168,"FYV",2008,34301
"FYV","05-0020","Drake Field","Fayetteville","AR","AROK","GA",3,10673,"FYV",2009,16415
"XNA","05-0021","Northwest Arkansas Regional","Fayetteville/Springdale/","AR","AROK","P",3,8512,"XNA",2004,49379
"XNA","05-0021","Northwest Arkansas Regional","Fayetteville/Springdale/","AR","AROK","P",3,9004,"XNA",2005,54628
"XNA","05-0021","Northwest Arkansas Regional","Fayetteville/Springdale/","AR","AROK","P",3,9498,"XNA",2006,53371
"XNA","05-0021","Northwest Arkansas Regional","Fayetteville/Springdale/","AR","AROK","P",3,9998,"XNA",2007,55258
"XNA","05-0021","Northwest Arkansas Regional","Fayetteville/Springdale/","AR","AROK","P",3,10500,"XNA",2008,47949
"XNA","05-0021","Northwest Arkansas Regional","Fayetteville/Springdale/","AR","AROK","P",3,11005,"XNA",2009,21765
"FLP","05-0022","Marion County Regional","Flippin","AR","AROK","GA",3,,"",,
"5M4","05-0070","Fordyce Municipal","Fordyce","AR","AROK","GA",4,,"",,
"FCY","05-0023","Forrest City Municipal","Forrest City","AR","AROK","",,,"",,
"FSM","05-0024","Fort Smith Regional","Fort Smith","AR","AROK","P",3,8184,"FSM",2004,67308
"FSM","05-0024","Fort Smith Regional","Fort Smith","AR","AROK","P",3,8672,"FSM",2005,68990
"FSM","05-0024","Fort Smith Regional","Fort Smith","AR","AROK","P",3,9165,"FSM",2006,79389
"FSM","05-0024","Fort Smith Regional","Fort Smith","AR","AROK","P",3,9660,"FSM",2007,68275
"FSM","05-0024","Fort Smith Regional","Fort Smith","AR","AROK","P",3,10160,"FSM",2008,59040
"FSM","05-0024","Fort Smith Regional","Fort Smith","AR","AROK","P",3,10665,"FSM",2009,21607
"HRO","05-0026","Boone County","Harrison","AR","AROK","CS",3,,"",,
"HBZ","05-0028","Heber Springs Municipal","Heber Springs","AR","AROK","GA",1,,"",,
"HEE","05-0029","Thompson-Robbins","Helena/West Helena","AR","AROK","GA",1,,"",,
"M18","05-0030","Hope Municipal","Hope","AR","AROK","GA",4,,"",,
"6M2","05-0083","Horseshoe Bend","Horseshoe Bend","AR","AROK","GA",1,,"",,
"HOT","05-0031","Memorial Field","Hot Springs","AR","AROK","CS",4,,"",,
"JBR","05-0033","Jonesboro Municipal","Jonesboro","AR","AROK","CS",1,,"",,
"M32","05-0034","Lake Village Municipal","Lake Village","AR","AROK","GA",4,,"",,
"LIT","05-0035","Adams Field","Little Rock","AR","AROK","P",2,8286,"LIT",2004,184998
"LIT","05-0035","Adams Field","Little Rock","AR","AROK","P",2,8777,"LIT",2005,167880
"LIT","05-0035","Adams Field","Little Rock","AR","AROK","P",2,9272,"LIT",2006,139659
"LIT","05-0035","Adams Field","Little Rock","AR","AROK","P",2,9769,"LIT",2007,142866
"LIT","05-0035","Adams Field","Little Rock","AR","AROK","P",2,10270,"LIT",2008,127119
"LIT","05-0035","Adams Field","Little Rock","AR","AROK","P",2,10775,"LIT",2009,67634
"AGO","05-0036","Magnolia Municipal","Magnolia","AR","AROK","GA",4,,"",,
"M78","05-0037","Malvern Municipal","Malvern","AR","AROK","GA",4,,"",,
"MXA","05-0038","Manila Municipal","Manila","AR","AROK","GA",1,,"",,
"6M7","05-0071","Marianna/Lee County-Steve Edwards Field","Marianna","AR","AROK","GA",1,,"",,
"6M8","05-0039","Marked Tree Municipal","Marked Tree","AR","AROK","GA",1,,"",,
"4A5","05-0084","Searcy County","Marshall","AR","AROK","GA",1,,"",,
"7M1","05-0040","McGehee Municipal","McGehee","AR","AROK","GA",4,,"",,
"42A","05-0079","Melbourne Municipal - John E Miller Field","Melbourne","AR","AROK","GA",1,,"",,
"MEZ","05-0041","Mena Intermountain Municipal","Mena","AR","AROK","GA",4,,"",,
"LLQ","05-0042","Monticello Municipal/Ellis Field","Monticello","AR","AROK","GA",4,,"",,
"BDQ","05-0043","Morrilton Municipal","Morrilton","AR","AROK","GA",2,,"",,
"MPJ","05-0044","Petit Jean Park","Morrilton","AR","AROK","GA",2,,"",,
"7M3","05-0045","Bearce","Mount Ida","AR","AROK","GA",4,,"",,
"BPK","05-0046","Ozark Regional","Mountain Home","AR","AROK","GA",1,,"",,
"M77","05-0048","Howard County","Nashville","AR","AROK","GA",4,,"",,
"M19","05-0049","Newport Municipal","Newport","AR","AROK","GA",1,,"",,
"ORK","05-0047","North Little Rock Municipal","North Little Rock","AR","AROK","R",2,,"",,
"7M4","05-0050","Osceola Municipal","Osceola","AR","AROK","GA",1,,"",,
"7M5","05-0072","Ozark-Franklin County","Ozark","AR","AROK","GA",3,,"",,
"PGR","05-0051","Kirk Field","Paragould","AR","AROK","GA",1,,"",,
"7M6","05-0087","Paris Municipal","Paris /Subiaco/","AR","AROK","",,,"",,
"7M7","05-0078","Piggott Municipal","Piggott","AR","AROK","GA",1,,"",,
"PBF","05-0052","Grider Field","Pine Bluff","AR","AROK","GA",4,,"",,
"M70","05-0053","Pocahontas Municipal","Pocahontas","AR","AROK","GA",1,,"",,
"ROG","05-0055","Rogers Municipal-Carter Field","Rogers","AR","AROK","GA",3,8909,"ROG",2005,11054
"ROG","05-0055","Rogers Municipal-Carter Field","Rogers","AR","AROK","GA",3,9403,"ROG",2006,24944
"ROG","05-0055","Rogers Municipal-Carter Field","Rogers","AR","AROK","GA",3,9903,"ROG",2007,21708
"ROG","05-0055","Rogers Municipal-Carter Field","Rogers","AR","AROK","GA",3,10404,"ROG",2008,18073
"ROG","05-0055","Rogers Municipal-Carter Field","Rogers","AR","AROK","GA",3,10909,"ROG",2009,7226
"RUE","05-0056","Russellville Regional","Russellville","AR","AROK","GA",3,,"",,
"SRC","05-0057","Searcy Municipal","Searcy","AR","AROK","GA",2,,"",,
"9M8","05-0060","Sheridan Municipal","Sheridan","AR","AROK","GA",4,,"",,
"SLG","05-0058","Smith Field","Siloam Springs","AR","AROK","GA",3,,"",,
"ASG","05-0059","Springdale Municipal","Springdale","AR","AROK","GA",3,8058,"ASG",2004,56681
"ASG","05-0059","Springdale Municipal","Springdale","AR","AROK","GA",3,8546,"ASG",2005,61267
"ASG","05-0059","Springdale Municipal","Springdale","AR","AROK","GA",3,9038,"ASG",2006,41511
"ASG","05-0059","Springdale Municipal","Springdale","AR","AROK","GA",3,9532,"ASG",2007,27417
"ASG","05-0059","Springdale Municipal","Springdale","AR","AROK","GA",3,10032,"ASG",2008,31321
"ASG","05-0059","Springdale Municipal","Springdale","AR","AROK","GA",3,10535,"ASG",2009,16956
"SGT","05-0061","Stuttgart Municipal","Stuttgart","AR","AROK","GA",1,,"",,
"TXK","05-0062","Texarkana Regional-Webb Field","Texarkana","AR","AROK","P",4,8497,"TXK",2004,40355
"TXK","05-0062","Texarkana Regional-Webb Field","Texarkana","AR","AROK","P",4,8989,"TXK",2005,40701
"TXK","05-0062","Texarkana Regional-Webb Field","Texarkana","AR","AROK","P",4,9483,"TXK",2006,32436
"TXK","05-0062","Texarkana Regional-Webb Field","Texarkana","AR","AROK","P",4,9983,"TXK",2007,29281
"TXK","05-0062","Texarkana Regional-Webb Field","Texarkana","AR","AROK","P",4,10484,"TXK",2008,26904
"TXK","05-0062","Texarkana Regional-Webb Field","Texarkana","AR","AROK","P",4,10989,"TXK",2009,14246
"M27","05-0074","Waldron Municipal","Waldron","AR","AROK","GA",4,,"",,
"ARG","05-0063","Walnut Ridge Regional","Walnut Ridge","AR","AROK","GA",1,,"",,
"3M9","05-0064","Warren Municipal","Warren","AR","AROK","GA",4,,"",,
"AWM","05-0065","West Memphis Municipal","West Memphis","AR","AROK","R",1,,"",,
"M65","05-0066","Wynne Municipal","Wynne","AR","AROK","",,,"",,
"FAQ","60-0003","Fitiuta","Fitiuta Village","AS","HNL","GA",1,,"",,
"Z08","60-0002","Ofu","Ofu Village","AS","HNL","GA",1,,"",,
"PPG","60-0001","Pago Pago International","Pago Pago","AS","HNL","P",1,8392,"PPG",2004,8460
"P01","04-0001","Eric Marcus Municipal","Ajo","AZ","LAX","",,,"",,
"E51","04-0002","Bagdad","Bagdad","AZ","LAX","GA",1,,"",,
"E95","04-0077","Benson Municipal","Benson","AZ","LAX","GA",8,,"",,
"P04","04-0004","Bisbee Municipal","Bisbee","AZ","LAX","GA",8,,"",,
"BXK","04-0005","Buckeye Municipal","Buckeye","AZ","LAX","GA",2,,"",,
"IFP","04-0006","Laughlin/Bullhead International","Bullhead City","AZ","LAX","P",2,8246,"IFP",2004,32748
"IFP","04-0006","Laughlin/Bullhead International","Bullhead City","AZ","LAX","P",2,8737,"IFP",2005,27562
"IFP","04-0006","Laughlin/Bullhead International","Bullhead City","AZ","LAX","P",2,9231,"IFP",2006,27126
"IFP","04-0006","Laughlin/Bullhead International","Bullhead City","AZ","LAX","P",2,9728,"IFP",2007,23678
"IFP","04-0006","Laughlin/Bullhead International","Bullhead City","AZ","LAX","P",2,10229,"IFP",2008,21739
"IFP","04-0006","Laughlin/Bullhead International","Bullhead City","AZ","LAX","P",2,10734,"IFP",2009,11482
"CGZ","04-0007","Casa Grande Municipal","Casa Grande","AZ","LAX","GA",1,,"",,
"CHD","04-0008","Chandler Municipal","Chandler","AZ","LAX","R",6,8105,"CHD",2004,233079
"CHD","04-0008","Chandler Municipal","Chandler","AZ","LAX","R",6,8593,"CHD",2005,235111
"CHD","04-0008","Chandler Municipal","Chandler","AZ","LAX","R",6,9085,"CHD",2006,269072
"CHD","04-0008","Chandler Municipal","Chandler","AZ","LAX","R",6,9580,"CHD",2007,265212
"CHD","04-0008","Chandler Municipal","Chandler","AZ","LAX","R",6,10080,"CHD",2008,236842
"CHD","04-0008","Chandler Municipal","Chandler","AZ","LAX","R",6,10583,"CHD",2009,107067
"E91","04-0066","Chinle Municipal","Chinle","AZ","LAX","",,,"",,
"Z95","04-0079","Cibecue","Cibecue","AZ","LAX","GA",1,,"",,
"CFT","04-0009","Greenlee County","Clifton/Morenci","AZ","LAX","GA",1,,"",,
"AZC","04-0076","Colorado City Municipal","Colorado City","AZ","LAX","GA",2,,"",,
"P08","04-0011","Coolidge Municipal","Coolidge","AZ","LAX","GA",1,,"",,
"P52","04-0012","Cottonwood","Cottonwood","AZ","LAX","GA",1,,"",,
"DUG","04-0013","Bisbee Douglas International","Douglas Bisbee","AZ","LAX","GA",8,,"",,
"E60","04-0014","Eloy Municipal","Eloy","AZ","LAX","GA",1,,"",,
"FLG","04-0015","Flagstaff Pulliam","Flagstaff","AZ","LAX","P",1,8174,"FLG",2004,50254
"FLG","04-0015","Flagstaff Pulliam","Flagstaff","AZ","LAX","P",1,8662,"FLG",2005,44127
"FLG","04-0015","Flagstaff Pulliam","Flagstaff","AZ","LAX","P",1,9155,"FLG",2006,44589
"FLG","04-0015","Flagstaff Pulliam","Flagstaff","AZ","LAX","P",1,9650,"FLG",2007,40580
"FLG","04-0015","Flagstaff Pulliam","Flagstaff","AZ","LAX","P",1,10150,"FLG",2008,41746
"FLG","04-0015","Flagstaff Pulliam","Flagstaff","AZ","LAX","P",1,10654,"FLG",2009,17167
"FHU","04-0060","Sierra Vista Municipal-Libby AAF","Fort Huachuca Sierra Vista","AZ","LAX","GA",8,,"",,
"85V","04-0010","Ganado","Ganado","AZ","LAX","",,,"",,
"E63","04-0016","Gila Bend Municipal","Gila Bend","AZ","LAX","GA",7,,"",,
"GEU","04-0064","Glendale Municipal","Glendale","AZ","LAX","R",2,8194,"GEU",2004,118140
"GEU","04-0064","Glendale Municipal","Glendale","AZ","LAX","R",2,8683,"GEU",2005,132865
"GEU","04-0064","Glendale Municipal","Glendale","AZ","LAX","R",2,9176,"GEU",2006,150772
"GEU","04-0064","Glendale Municipal","Glendale","AZ","LAX","R",2,9671,"GEU",2007,146208
"GEU","04-0064","Glendale Municipal","Glendale","AZ","LAX","R",2,10172,"GEU",2008,135884
"GEU","04-0064","Glendale Municipal","Glendale","AZ","LAX","R",2,10677,"GEU",2009,59899
"P13","04-0017","San Carlos Apache","Globe","AZ","LAX","GA",1,,"",,
"GYR","04-0018","Phoenix Goodyear","Goodyear","AZ","LAX","R",2,8214,"GYR",2004,105471
"GYR","04-0018","Phoenix Goodyear","Goodyear","AZ","LAX","R",2,8705,"GYR",2005,101046
"GYR","04-0018","Phoenix Goodyear","Goodyear","AZ","LAX","R",2,9199,"GYR",2006,159266
"GYR","04-0018","Phoenix Goodyear","Goodyear","AZ","LAX","R",2,9695,"GYR",2007,188015
"GYR","04-0018","Phoenix Goodyear","Goodyear","AZ","LAX","R",2,10196,"GYR",2008,178026
"GYR","04-0018","Phoenix Goodyear","Goodyear","AZ","LAX","R",2,10701,"GYR",2009,93243
"GCN","04-0019","Grand Canyon National Park","Grand Canyon","AZ","LAX","P",1,8192,"GCN",2004,116438
"GCN","04-0019","Grand Canyon National Park","Grand Canyon","AZ","LAX","P",1,8681,"GCN",2005,116736
"GCN","04-0019","Grand Canyon National Park","Grand Canyon","AZ","LAX","P",1,9174,"GCN",2006,112447
"GCN","04-0019","Grand Canyon National Park","Grand Canyon","AZ","LAX","P",1,9669,"GCN",2007,100930
"GCN","04-0019","Grand Canyon National Park","Grand Canyon","AZ","LAX","P",1,10170,"GCN",2008,104895
"GCN","04-0019","Grand Canyon National Park","Grand Canyon","AZ","LAX","P",1,10675,"GCN",2009,38000
"P14","04-0020","Holbrook Municipal","Holbrook","AZ","LAX","GA",1,,"",,
"0V7","04-0067","Kayenta","Kayenta","AZ","LAX","GA",1,,"",,
"IGM","04-0021","Kingman","Kingman","AZ","LAX","GA",2,,"",,
"HII","04-0071","Lake Havasu City","Lake Havasu City","AZ","LAX","GA",2,,"",,
"MZJ","04-0055","Pinal Airpark","Marana","AZ","LAX","",,,"",,
"FFZ","04-0023","Falcon Field","Mesa","AZ","LAX","R",6,8173,"FFZ",2004,262009
"FFZ","04-0023","Falcon Field","Mesa","AZ","LAX","R",6,8661,"FFZ",2005,270183
"FFZ","04-0023","Falcon Field","Mesa","AZ","LAX","R",6,9154,"FFZ",2006,249081
"FFZ","04-0023","Falcon Field","Mesa","AZ","LAX","R",6,9649,"FFZ",2007,314129
"FFZ","04-0023","Falcon Field","Mesa","AZ","LAX","R",6,10149,"FFZ",2008,319419
"FFZ","04-0023","Falcon Field","Mesa","AZ","LAX","R",6,10653,"FFZ",2009,136153
