Last_Report_Year,TRS_ID,System_Name,City,State,UZA_NAME,UZA,UZA_Area_SQ_Miles,UZA_Population,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007
2007,9089,Sonoma County Transit,Santa Rosa,CA,"Santa Rosa, CA",111,102,"285,408",0,"2,011,125","187,898","241,738","419,597","889,775","1,092,474","522,480","939,320","1,462,327","943,800","1,964,979","1,332,182","682,460","420,782","1,089,773","1,396,406"
2007,9090,Yolo County Transportation District,Woodland,CA,"Sacramento, CA",28,369,"1,393,498","165,654","6,108",0,"81,099","195,596","93,687","387,861","82,171",0,"531,812",0,0,0,"41,856",0,"177,910",0
2007,9091,City of Visalia - Visalia City Coach,Visalia,CA,"Visalia, CA",223,40,"120,044","89,767","4,251","163,927","16,246","592,372",0,"401,415","16,352",0,"43,504","41,385","360,787","351,416",0,0,0,0
2007,9092,City of Fairfield - Fairfield-Suisun Transit,Fairfield,CA,"Fairfield, CA",236,26,"112,446","457,696","610,694",0,0,0,0,"449,955",0,"79,835","914,265","3,829,156","3,578,750","1,440,447","3,764,214","453,748","542,863","331,244"
2007,9093,Redding Area Bus Authority,Redding,CA,"Redding, CA",252,71,"105,267","65,715","630,530","165,241","3,730","1,353,391","596,675","320,252","59,816","166,325","535,733","83,934","359,378","498,503","303,987",0,0,0
2007,9095,San Diego Association of Governments,San Diego,CA,"San Diego, CA",15,782,"2,674,436","2,156,581","623,984","1,574,803","484,000",0,0,0,"79,730",0,0,0,0,0,0,0,0,0
2007,9119,Laguna Beach Municipal Transit,Laguna Beach,CA,"Los Angeles-Long Beach-Santa Ana, CA",2,"1,668","11,789,487",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
2007,9121,Antelope Valley Transit Authority,Lancaster,CA,"Lancaster-Palmdale, CA",123,90,"263,532","66,824","829,087","995,750","250,734","181,360","413,145","130,666","88,881","71,038","448,639","1,796,801","306,163","1,249,730","5,090,007","414,021",0,"135,804"
1993,9124,"Phoenix Transit System Division of ATC/Vancom, Inc.",Phoenix,AZ,"Phoenix, AZ",14,741,"2,006,239",,0,,,,,,,,,,,,,,,
1992,9126,California Dept of Transportation San Diegan Commuter Rail,Sacramento,CA,"Los Angeles, CA",2,"1,966","11,402,946",0,0,,,,,,,,,,,,,,,
2005,9127,Chico Area Transit System City of Chico,Chico,CA,"Chico, CA",289,35,"89,221",0,0,"676,856",0,0,0,0,0,0,0,0,0,0,0,0,,
2004,9129,City of Mesa,Mesa,AZ,"Phoenix-Mesa, AZ",13,799,"2,907,049",,"9,070",0,0,0,0,0,0,0,"451,020","2,579,594","9,819,600",0,"643,137",,,
2007,9131,City of Scottsdale - Scottsdale Trolley,Scottsdale,AZ,"Phoenix-Mesa, AZ",13,799,"2,907,049","4,800",0,0,"4,498","581,360","13,400","25,881","99,259","62,963","383,374","468,368",,,,,,
2007,9132,Maricopa County Special Transportation Services,Phoenix,AZ,"Phoenix-Mesa, AZ",13,799,"2,907,049","49,984","29,359","75,880","205,186","3,590",0,"229,266",0,0,"163,060",0,"167,132","89,808","131,340","132,680","68,738","248,869"
1991,9133,"Robert's Hawaii Leasing, Inc. dba The Handi-Van",Honolulu,HI,"Honolulu, HI",46,139,"632,603",0,,,,,,,,,,,,,,,,
2007,9134,Peninsula Corridor Joint Powers Board,San Carlos,CA,"San Francisco-Oakland, CA",12,527,"3,228,605",0,0,"86,844,682","2,287,769","2,758,079","2,905,937","2,137,521","399,238","2,584,958","9,033,702","10,489,317","10,713,190","13,658,144","13,884,172","18,277,008","30,664,060","21,919,560"
2007,9135,"Sun Cities Area Transit System, Inc.",Sun City,AZ,"Phoenix-Mesa, AZ",13,799,"2,907,049",0,"82,317",0,"17,504","30,748",0,"38,246","1,009",500,"1,000",0,0,0,0,"14,334",0,
2007,9136,"Regional Public Transportation Authority, dba: Valley Metro",Phoenix,AZ,"Phoenix-Mesa, AZ",13,799,"2,907,049",0,0,"81,175","113,170","3,974,757","42,667","894,667","16,210","2,014,833","1,850,673","3,981,594",0,"28,824,653","51,810,440","96,604,187","152,853,239","221,518,807"
2007,9137,Surprise Dial-A-Ride Transit System,Surprise,AZ,"Phoenix-Mesa, AZ",13,799,"2,907,049",0,0,0,0,0,,,0,0,0,0,0,0,"24,785","46,497",0,0
2007,9140,Peoria Transit,Peoria,AZ,"Phoenix-Mesa, AZ",13,799,"2,907,049",,"16,613",0,"10,329",0,"11,056","54,295","5,393","28,241","31,423","35,600",0,0,0,"46,331",0,0
2007,9142,"University of California, Davis",Davis,CA,"Davis, CA",356,14,"66,022",,0,"8,859","16,012","66,569","134,158","235,730","133,771","74,245","45,311","535,410","73,950","178,663","684,733","52,814","15,000",0
1993,9143,City of Merced Transit System ,Merced,CA,"Merced, CA",318,20,"64,742","38,870",0,0,,,,,,,,,,,,,,
2007,9144,Livermore / Amador Valley Transit Authority,Livermore,CA,"Concord, CA",65,176,"552,624","2,016,206","293,496","75,478","52,561","85,947","757,958","720,181","1,353,963","996,851","2,370,132","621,377","751,075","2,233,278","1,474,493","431,847","431,454","2,254,660"
1993,9145,"Aloha-State Tour & Transportation Co., Ltd. dba The Handi-Van",Honolulu,HI,"Honolulu, HI",46,139,"632,603",0,0,0,,,,,,,,,,,,,,
2007,9146,Foothill Transit,West Covina,CA,"Los Angeles-Long Beach-Santa Ana, CA",2,"1,668","11,789,487",,"20,455,620","1,689,587","1,294,072","4,527,067","4,641,149","9,841,270","374,080","3,002,912","9,108,554","106,646","931,230","3,513,913","1,460,243","12,005,201","4,207,968","10,488,287"
2007,9147,City of Los Angeles Department of Transportation,Los Angeles,CA,"Los Angeles-Long Beach-Santa Ana, CA",2,"1,668","11,789,487",,,"8,396,216","748,075",0,0,0,0,0,0,0,0,0,0,0,0,0
2007,9148,Victor Valley Transit Authority,Hesperia,CA,"Victorville-Hesperia-Apple Valley, CA",150,124,"200,436",,,"38,770",0,"46,000","43,427",0,"172,749","46,639","198,627","418,709","69,021",0,"268,626","95,343","6,774",0
2007,9149,City of Lompoc - Lompoc Transit,Lompoc,CA,"Lompoc, CA",410,60,"55,667",,,"61,893","16,910",,,,"571,729","36,014","25,000",0,"264,009","92,336","51,932","102,583","188,988","6,743"
2007,9150,City of Alameda Ferry Services,Alameda,CA,"San Francisco-Oakland, CA",12,527,"3,228,605",,"7,808",0,0,0,0,"5,000","2,369,337","49,751",0,0,"889,150","2,690,866","570,916","772,257","912,179","323,486"
2007,9151,Southern California Regional Rail Authority,Los Angeles,CA,"Los Angeles-Long Beach-Santa Ana, CA",2,"1,668","11,789,487",,,"54,600,000","31,187,258","19,610,000","8,086,000","26,630,113","13,735,466","18,962,918","11,268,050","16,022,221","14,585,478","12,454,222","8,154,763","9,113,783","8,616,644","30,697,329"
2000,9152,ATC/VanCom ,North Las Vegas,NV,"Las Vegas, NV",45,231,"697,348",,,"585,699",0,"4,276,285","3,716,691",0,0,0,0,,,,,,,
1997,9153,"Mayflower Contract Services, Inc. A Division of Laidlaw Transit Srvs.",Honolulu,HI,"Honolulu, HI",46,139,"632,603",,,0,0,0,0,0,,,,,,,,,,
2007,9154,Los Angeles County Metropolitan Transportation Authority,Los Angeles,CA,"Los Angeles-Long Beach-Santa Ana, CA",2,"1,668","11,789,487",,,,"67,983,157","132,843,624","65,159,576","45,316,929","39,871,531","24,803,511","22,625,704","35,076,932","31,521,510","83,364,854","129,631,716","310,261,921","43,986,590","129,342,944"
2007,9155,City of Vacaville,Vacaville,CA,"Vacaville, CA",284,25,"90,264",,,,0,,,,,,,,,,,,,
2007,9156,City of San Luis Obispo,San Luis Obispo,CA,"San Luis Obispo, CA",423,15,"53,498",,,,"16,378",,,,,0,0,0,0,0,0,0,0,0
2007,9157,Access Services Incorporated,Los Angeles,CA,"Los Angeles-Long Beach-Santa Ana, CA",2,"1,668","11,789,487",,,,0,"4,558,004","919,591","1,161,442","453,184","947,699","776,520","924,122","1,093,096","1,025,723","480,820","1,578,143","1,303,957","1,003,188"
2001,9158,"Laidlaw Transit Services, Inc. ",Sherman Oaks,CA,"Los Angeles, CA",2,"1,966","11,402,946",,,,0,0,0,0,0,0,0,0,,,,,,
2007,9159,Western Contra Costa Transit Authority,Pinole,CA,"San Francisco-Oakland, CA",12,527,"3,228,605",,,,,"323,178","168,052","237,549","3,257,440","955,191","868,742","1,056,975","633,683","284,955","187,441","123,435","189,495","79,395"
2001,9160,"Outreach & Escort, Inc. dba OUTREACH",San Jose,CA,"San Jose, CA",23,338,"1,435,019",,,,,,0,0,0,0,0,0,,,,,,
2007,9161,City of Union City Transit Division,Union City,CA,"San Francisco-Oakland, CA",12,527,"3,228,605",,,,,,"20,556",0,0,0,0,0,"450,311","1,619,712","1,555,418","27,605","23,791","156,263"
2007,9162,Eastern Contra Costa Transit Authority,Antioch,CA,"Antioch, CA",139,60,"217,591",,,,,,"51,749","129,288","15,694",0,"617,596","1,850,033",0,0,"105,878",0,0,0
2007,9163,Camarillo Area Transit,Camarillo,CA,"Camarillo, CA",368,21,"62,798",,,,,,"5,592",,,,,,,,,,,
2007,9164,Ventura Intercity Service Transit Authority,Ventura,CA,"Oxnard, CA",91,76,"337,591",,,,,,0,0,0,0,0,0,0,0,0,0,0,0
2007,9165,Thousand Oaks Transit,Thousand Oaks,CA,"Thousand Oaks, CA",143,86,"210,990",,,,,,"119,263",0,0,0,"124,166","15,339",0,0,"95,629",0,0,0
2007,9166,LACMTA - Small Operators,Los Angeles,CA,"Los Angeles-Long Beach-Santa Ana, CA",2,"1,668","11,789,487",,,,,,,,0,0,"2,012,328","507,599","4,572,256","729,995","1,305,446","2,675,139","1,833,445","1,568,140"
2007,9168,Roseville Transit,Roseville,CA,"Sacramento, CA",28,369,"1,393,498",,,,,,,"1,897","284,996","101,280","3,994","3,403,130","32,770",0,0,0,0,0
2007,9169,"Phoenix - VPSI, Inc.",Glendale,AZ,"Phoenix-Mesa, AZ",13,799,"2,907,049",,,,,,0,0,0,0,0,0,0,0,0,0,0,0
2006,9170,ATC / Vancom,Oakland,CA,"San Francisco-Oakland, CA",12,527,"3,228,605",,,,,,,0,0,0,0,0,0,0,0,0,0,
2007,9171,Santa Clarita Transit,Santa Clarita,CA,"Santa Clarita, CA",176,54,"170,481",,,,,,,,0,"732,703","5,406,694","4,103,297","2,398,402","370,491","2,194,532","1,275,527","3,137,324","33,386"
2007,9172,City of Tempe Transportation Planning and Transit Division - dba Valley Metro,Tempe,AZ,"Phoenix-Mesa, AZ",13,799,"2,907,049",,,,,,,,,"13,329,673","-1,255,658","1,870,761","4,529,607","7,135,636","18,167,687","10,288,811","6,656,308","32,145,510"
2007,9173,Merced County Transit,Merced,CA,"Merced, CA",243,36,"110,483",,,,,,,0,0,0,"2,909","90,162","564,253",0,0,0,0,0
2007,9174,City of Benicia,Benicia,CA,"Vallejo, CA",181,34,"158,967",,,,,,,,,,,,,,,,0,0
2007,9175,City of Lodi - Transit Division,Lodi,CA,"Lodi, CA",303,24,"83,735",,,,,,,"72,374","22,757","1,269,111","207,951","972,491",0,0,0,0,0,0
2007,9176,"Honolulu - VPSI, Inc.",Honolulu,HI,"Honolulu, HI",51,154,"718,182",,,,,,,,0,0,0,0,0,0,0,0,0,0
2004,9177,Town of Guadalupe,Guadalupe,AZ,"Phoenix-Mesa, AZ",13,799,"2,907,049",,,,,,,,0,0,0,,,,,,,
2001,9178,Laidlaw Transit Services Inc. ,El Monte,CA,"Los Angeles, CA",2,"1,966","11,402,946",,,,,,,,0,0,0,0,,,,,,
2001,9179,"First Transit, Inc. ",West Covina,CA,"Los Angeles, CA",2,"1,966","11,402,946",,,,,,,,0,0,0,0,,,,,,
2007,9180,Coconino County Transportation Services,Flagstaff,AZ,"Flagstaff, AZ",403,32,"57,050",,,,,,,,,,,,"321,787","130,841","195,533","87,140","1,153,383","165,266"
2007,9182,Altamont Commuter Express,Stockton,CA,"Stockton, CA",99,74,"313,392",,,,,,,,,0,0,"233,603","1,541,749",0,0,"1,834,883","3,583,265","12,034,683"
2006,9185,MTS Contract Services,San Diego,CA,"San Diego, CA",15,782,"2,674,436",,,,,,,,,"45,292",0,0,"505,263",0,0,0,0,
2007,9186,San Francisco Paratransit,San Francisco,CA,"San Francisco-Oakland, CA",12,527,"3,228,605",,,,,,,,,,,0,0,0,0,0,0,0
2000,9187,"San Gabriel Transit, Inc. ",Rosemead,CA,"Los Angeles, CA",2,"1,966","11,402,946",,,,,,,,,,0,,,,,,,
2003,9188,County of San Diego Transit System,San Diego,CA,"San Diego, CA",15,782,"2,674,436",,,,,,,,,,,0,0,0,,,,
2006,9189,National City Transit,National City,CA,"San Diego, CA",15,782,"2,674,436",,,,,,,,,,,0,0,0,0,0,0,
2001,9190,"Laidlaw Transit Services, Inc. ",San Jose,CA,"San Jose, CA",23,338,"1,435,019",,,,,,,,,,,0,,,,,,
2007,9192,Yuma Metropolitan Planning Organization,Yuma,AZ,"Yuma, AZ-CA",272,38,"94,950",,,,,,,,,,,,,"73,368","76,282","45,422","49,993","71,750"
2007,9193,Chula Vista Transit,Chula Vista,CA,"San Diego, CA",15,782,"2,674,436",,,,,,,,,,,,,0,0,0,0,0
2007,9196,Placer County Department of Public Works,Auburn,CA,"Sacramento, CA",28,369,"1,393,498",,,,,,,,,,,,,,,"620,987","18,516","44,422"
2007,9197,City of Tracy,Tracy,CA,"Tracy, CA",384,13,"59,020",,,,,,,,,,,,,,,0,,
2007,9198,City of Porterville,Porterville,CA,"Porterville, CA",380,21,"60,261",,,,,,,,,,,,,,,"21,062","19,160","2,378"
2007,9200,Kings County Area Public Transit Agency,Hanford,CA,"Hanford, CA",341,25,"69,639",,,,,,,,,,,,,,,,0,0
2007,9201,City of Turlock,Turlock,CA,"Turlock, CA",342,19,"69,507",,,,,,,,,,,,,,,,"37,947",0
2007,9204,Las Vegas Monorail Company,Las Vegas,NV,"Las Vegas, NV",31,286,"1,314,357",,,,,,,,,,,,,,,,"3,896,621","43,705,839"
2007,9205,City of Elk Grove,Elk Grove,CA,"Sacramento, CA",28,369,"1,393,498",,,,,,,,,,,,,,,,0,0
2007,9206,San Luis Obispo Regional Transit Authority,San Luis Obispo,CA,"San Luis Obispo, CA",423,15,"53,498",,,,,,,,,,,,,,,,,0
2007,9208,Butte County Association of Governments,Chico,CA,"Chico, CA",289,35,"89,221",,,,,,,,,,,,,,,,0,0
2007,9211,Anaheim Transportation Network,Anaheim,CA,"Los Angeles-Long Beach-Santa Ana, CA",2,"1,668","11,789,487",,,,,,,,,,,,,,,,,"252,836"
2007,9212,Imperial Valley Transit,El Centro,CA,"El Centro, CA",428,17,"52,954",,,,,,,,,,,,,,,,,0
2007,9213,City of Petaluma,Petaluma,CA,"Petaluma, CA",382,18,"59,958",,,,,,,,,,,,,,,,,0
