Last_Report_Year,TRS_ID,System_Name,City,State,UZA_NAME,UZA,UZA_Area_SQ_Miles,UZA_Population,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007
2007,4020,Owensboro Transit System,Owensboro,KY,"Owensboro, KY",348,39,"67,665","57,025","5,425","1,000",0,,,,,,,,,,,,,
2007,4021,Albany Transit System,Albany,GA,"Albany, GA",271,66,"95,450","11,860","21,182","22,335","5,107","3,554","38,170","11,122","50,050","25,861","38,651","63,775","106,617","53,910","64,411","54,484","34,109","95,460"
2007,4022,Metropolitan Atlanta Rapid Transit Authority,Atlanta,GA,"Atlanta, GA",11,"1,963","3,499,840","103,059,697","68,865,334","47,885,710","48,852,580","75,529,405","119,762,416","38,728,010","76,935,883","124,828,968","167,638,437","147,004,441","166,547,916","150,911,571","128,713,510","123,181,364","175,323,313","153,977,963"
2007,4023,Augusta Richmond County Transit Department,Augusta,GA,"Augusta-Richmond County, GA-SC",92,232,"335,630","233,562","86,721","131,636","20,409",0,"48,753","22,826","10,815","115,267","92,192","153,122",0,"26,730","26,018",0,"37,795","40,983"
2007,4024,Metra Transit System,Columbus,GA,"Columbus, GA-AL",129,136,"242,324","44,864","220,257","37,619","43,615","21,658","35,773","35,913","182,703","814,572","81,973","161,673","293,452","59,519","128,227",0,0,0
2007,4025,Chatham Area Transit Authority,Savannah,GA,"Savannah, GA",144,102,"208,886","571,356","201,774","238,357","397,008","932,833","1,750,401","817,827","854,365","1,055,926","1,143,967","125,506",0,0,"92,855","6,183",0,0
2007,4026,Manatee County Area Transit,Bradenton,FL,"Sarasota-Bradenton, FL",61,270,"559,229","35,549","81,852","223,214","79,235","6,013","28,384","74,644","62,521","31,332","7,342","1,046",0,0,0,"73,670","78,653",0
2007,4027,Pinellas Suncoast Transit Authority,St. Petersburg,FL,"Tampa-St. Petersburg, FL",19,802,"2,062,339","59,154","578,489","844,757","219,436","477,197","266,734","1,192,864",0,0,0,"7,576,849","452,688",0,0,"9,705,997","5,154,971",0
2007,4028,Lee County Transit,Fort Myers,FL,"Cape Coral, FL",94,192,"329,757","2,550","9,549","9,112","126,236","379,848","116,495","213,451","34,737","129,882","73,178","181,998","661,877","222,603","54,000","110,595","133,424","181,995"
2007,4029,Broward County Office of Transportation,Pompano Beach,FL,"Miami, FL",5,"1,116","4,919,036","1,317,862","1,010,133","620,939","163,622","191,166","891,125","819,953","190,301","265,818","761,388","1,566,851",0,0,0,0,0,"2,974,842"
2007,4030,Gainesville Regional Transit System,Gainesville,FL,"Gainesville, FL",180,77,"159,508","53,564","2,944","13,469","12,957","292,168","132,284","132,774","17,071","69,765","5,254","111,916",0,0,0,0,0,0
2007,4031,Lakeland Area Mass Transit District ,Lakeland,FL,"Lakeland, FL",151,121,"199,487","97,407","97,853","671,544","4,546","83,523","50,589","137,649","29,544","12,234","3,148","25,338",0,0,0,0,"184,640",0
2007,4032,"County of Volusia, dba: VOTRAN",South Daytona,FL,"Daytona Beach-Port Orange, FL",124,114,"255,353","206,242","28,368","109,723","247,194","269,491","76,475","104,506","1,399,968","61,647","40,369",0,0,0,0,0,0,0
2007,4034,Miami-Dade Transit,Miami,FL,"Miami, FL",5,"1,116","4,919,036","5,186,776","18,382,762","8,586,353","-125,067","12,217,867","9,182,034","7,173,951","7,064,387","-1,875,425","3,875,079","32,665,239","31,721,598","30,325,244",0,"16,813,000","89,401,580","54,354,401"
2007,4035,Central Florida Regional Transportation Authority,Orlando,FL,"Orlando, FL",35,453,"1,157,431","653,962","502,464","376,660","1,197,427","2,847,519","814,426","1,955,902","104,711","1,693,187","-172,693","362,813","2,652,984","706,424","2,983,676","1,406,541","6,269,275","7,055,552"
2007,4036,City of Tallahassee,Tallahassee,FL,"Tallahassee, FL",148,114,"204,260","113,900","121,200","613,314","3,892,051","176,611","81,221","1,449,704","68,587","53,554","22,803","1,572,262",0,0,0,0,0,0
2007,4037,"Board of County Commissioners, Palm Beach County, PalmTran, Inc.",West Palm Beach,FL,"Miami, FL",5,"1,116","4,919,036","73,379","110,757","485,822","275,584","2,240,070","1,779,904","1,537,250","1,020,556","801,865","52,025","81,321","4,500","23,746",0,"27,316","236,004","35,293"
2007,4038,Escambia County Area Transit,Pensacola,FL,"Pensacola, FL-AL",96,219,"323,783","18,774","54,158","188,741","44,999","72,396","28,803","5,700",0,0,0,0,0,0,0,0,0,0
2007,4040,Jacksonville Transportation Authority,Jacksonville,FL,"Jacksonville, FL",43,411,"882,295","2,444,863","328,011","1,823,933","1,662,175","5,718,343","9,969,732","10,568,176","6,279,733","3,343,487","5,401,107","2,048,597","3,826,119","4,617,396","2,841,519","2,717,580","480,582","876,331"
2007,4041,Hillsborough Area Regional Transit Authority,Tampa,FL,"Tampa-St. Petersburg, FL",19,802,"2,062,339","102,346","158,683","-22,497","484,327","121,681","442,160","-76,438","209,190","1,141,817","4,772,640","4,573,366","1,231,703","1,500,540","394,255","254,753","929,923","909,751"
2007,4042,Birmingham-Jefferson County Transit Authority,Birmingham,AL,"Birmingham, AL",55,392,"663,615","140,390","125,666","178,262","387,142","742,474","728,647",,"431,384",0,0,0,0,"257,358","736,630","223,404","597,617","320,645"
2007,4043,The Wave Transit System,Mobile,AL,"Mobile, AL",98,211,"317,605","18,832","45,624","28,141","45,245","97,717","121,623","87,583","342,131","423,777","254,796","927,760","1,441,154","284,761",0,"500,000","192,474",0
2007,4044,Montgomery Area Transit System,Montgomery,AL,"Montgomery, AL",154,99,"196,892","214,243","525,560","577,120","41,677","98,569","66,005","44,404","408,472","1,146,499","87,773","69,194","32,174","407,796","451,123","1,263,976","1,540,263","764,544"
2007,4045,Tuscaloosa County Parking and Transit Authority,Tuscaloosa,AL,"Tuscaloosa, AL",228,76,"116,888","29,829","51,879","9,998","51,183","47,898","60,222","49,695","71,300",,"103,460","71,113",,"64,600","32,637","3,234","15,000",0
2007,4046,Sarasota County Area Transit,Sarasota,FL,"Sarasota-Bradenton, FL",61,270,"559,229","348,427","6,184","85,211","297,679","33,061","19,317","462,352","486,821","42,221","296,193","567,457","30,257","1,451,472","482,955","158,975","785,767","2,173,860"
2007,4047,Athens Transit System,Athens,GA,"Athens-Clarke County, GA",247,80,"106,482","85,292","39,242","56,537","43,388","19,803","26,164","12,064","7,843","13,412","74,776","64,676","138,399","26,778","71,738","74,487","174,868","56,987"
2007,4049,Gadsden Transportation Services - City of Gadsden,Gadsden,AL,"Gadsden, AL",373,60,"61,709",0,"14,393","16,700",,,,"3,440",,,,,,,,,,
1996,4050,Smyrna Transit System ,New Smyrna Beach,FL,"Daytona Beach, FL",116,128,"221,341",0,0,0,"13,452",0,0,,,,,,,,,,,
2007,4051,Chapel Hill Transit,Chapel Hill,NC,"Durham, NC",109,157,"287,796","287,322","84,299","110,107","89,354","242,709","275,233","244,886","29,134","353,837","103,468","78,250","177,480",0,"599,175",0,0,0
2007,4053,Greenville Transit Authority,Greenville,SC,"Greenville, SC",103,227,"302,194","147,466","46,922","97,368","16,305","29,648",0,,0,"40,405","92,700","65,794","1,267,833","3,668",0,"15,466","7,428","8,138"
2007,4054,Johnson City Transit System,Johnson City,TN,"Johnson City, TN",254,91,"102,456","9,436","11,399","62,264","8,877","16,359","12,332","36,582","14,346","50,479","6,897","35,279","5,053","16,649","15,398","48,348","33,144","15,414"
2007,4056,Pee Dee Regional Transportation Authority,Florence,SC,"Florence, SC",349,63,"67,314","20,167","26,395","26,783","4,213","26,241","152,904","117,771","132,305","319,743","297,922","82,676",0,0,0,0,0,0
2007,4057,Jackson Transit Authority,Jackson,TN,"Jackson, TN",358,39,"65,086","47,277","3,946","73,525",0,"1,414","13,857","68,662","21,980","36,776","55,627","364,453","47,142","1,634","17,121","102,706","19,915","1,883"
2007,4058,City of Rome Transit Department,Rome,GA,"Rome, GA",391,41,"58,287","28,433","51,276","35,214","28,899","32,070","8,397","52,804","60,378","65,437","64,656","32,328","148,337","17,303","5,402","9,258","160,127","88,193"
2007,4060,Hub City Transit,Hattiesburg,MS,"Hattiesburg, MS",376,39,"61,465",0,,,,,,,,,,,,,,,,
1996,4061,South Carolina Electric & Gas Company-Charleston,Columbia,SC,"Charleston, SC",73,251,"393,956","46,006","102,480","44,635","210,855","6,056","1,932,463",,,,,,,,,,,
1992,4062,Central Midlands Regional Planning Council,Columbia,SC,"Columbia, SC",80,199,"328,349","13,618",0,,,,,,,,,,,,,,,
2007,4063,Space Coast Area Transit,Cocoa,FL,"Palm Bay-Melbourne, FL",83,220,"393,289","79,153","186,379","177,644","208,328","162,740","62,333","167,789","4,355","9,607",0,0,0,0,0,0,0,0
2007,4064,East Alabama Regional Planning and Development Commission,Anniston,AL,"Anniston, AL",320,78,"75,840",856,"26,806",,,,,,,,,,,,,,,
1995,4066,"Community Action Agency of North Central Alabama, Inc.",Montgomery,AL,"Decatur, AL",321,70,"63,541","44,100",0,0,"37,900","49,651",,,,,,,,,,,,
1992,4067,Human Resource Development Corp. Southeast Alabama Transit System,Montgomery,AL,"Dothan, AL",341,93,"58,925",0,0,,,,,,,,,,,,,,,
2007,4068,Northwest Alabama Council of Local Governments,Muscle Shoals,AL,"Florence, AL",335,52,"71,299","38,923","13,300","24,622",0,"29,044","25,949","20,610","7,969","29,128",0,"202,655",0,0,0,0,0,0
2002,4069,South Carolina Electric & Gas Company-Columbia,Columbia,SC,"Columbia, SC",77,269,"420,537","43,141","243,742",0,"191,149","262,310","374,463","32,009","102,854","493,562","2,404","21,295",0,,,,,
2007,4070,Puerto Rico Ports Authority,San Juan,PR,"San Juan, PR",500,892,"2,216,616","958,632","380,160",0,"191,914","174,871","267,990","654,882","1,569,817",0,0,0,0,0,0,0,0,0
2007,4071,"City of Huntsville, Alabama - Public Transportation Division",Huntsville,AL,"Huntsville, AL",141,157,"213,253","3,417","83,456","5,526","107,748","52,003","50,527","79,114","81,827","86,685","24,983","204,631","24,062","476,288","409,105","95,553","28,903","2,035,791"
2007,4073, Lee-Russell Council of Governments,Opelika,AL,"Auburn, AL",381,40,"60,137","1,604",0,,,,,,"23,434",,"46,333","43,717",0,0,"107,253","22,164",0,"19,450"
2007,4074,Pasco County Public Transportation,Port Richey,FL,"Tampa-St. Petersburg, FL",19,802,"2,062,339","41,214","7,492","1,756","32,240","1,350","648,591","52,041","18,076","5,463","1,176","3,403",0,0,0,0,0,0
1994,4075,Comprehensive Paratransit Services ,Miami,FL,"Miami--Hialeah, FL",16,353,"1,914,660",0,0,0,0,,,,,,,,,,,,,
2007,4077,South Florida Regional Transportation Authority,Pompano Beach,FL,"Miami, FL",5,"1,116","4,919,036",,0,0,"84,400",0,0,0,0,0,0,0,"1,000,000",0,0,0,0,0
2007,4078,Cobb County Department of Transportation Authority,Marietta,GA,"Atlanta, GA",11,"1,963","3,499,840","180,954","185,703","127,378","1,779,230","47,664","109,349","111,865","499,325","1,397,095","220,500","1,115,474","901,062","333,747","964,212","369,082","615,736","1,492,764"
2007,4080,Kingsport Area Transit System,Kingsport,TN,"Kingsport, TN-VA",269,98,"95,766","8,900",,0,"16,507","2,817","1,100","5,500","8,085",0,0,870,"25,113","27,418","3,877",,,
2007,4082,Douglas County Rideshare,Douglasville,GA,"Atlanta, GA",11,"1,963","3,499,840","32,986","5,679",0,"61,025","18,778","51,382",0,"112,295","343,168","142,156",20,"588,478","203,184","72,270","11,089","86,508","34,162"
2005,4083,Aiken County Public Transit System,Aiken,SC,"Augusta-Richmond County, GA-SC",92,232,"335,630","1,320","2,660",293,353,"1,579",,"3,149",,"15,828",,,,,,,,
1999,4084,"Okaloosa County Coordinated Transportation, Inc.",Fort Walton Beach,FL,"Fort Walton Beach, FL",205,72,"112,522","5,375","5,154","82,854","15,173","53,173","53,799","115,470","25,676",0,,,,,,,,
2007,4085,Bay County Council On Aging Bay Coordinated Transportation,Panama City,FL,"Panama City, FL",207,102,"132,419","10,775",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,4086,Metropolitan Bus Authority,San Juan,PR,"San Juan, PR",500,892,"2,216,616",0,0,0,0,0,0,0,0,"200,549","199,273","191,453",0,0,0,0,0,0
2007,4087,Durham Area Transit Authority,Durham,NC,"Durham, NC",109,157,"287,796","547,652","705,719","32,719","14,409","34,937","34,733","20,388","44,798","68,373","213,522","90,129","4,049","48,291",0,"28,993",0,"46,435"
2007,4088,Spartanburg County Transportation Services,Spartanburg,SC,"Spartanburg, SC",194,137,"145,058","33,836",,0,0,"9,856",0,0,0,0,0,0,0,0,0,0,0,0
2007,4089,Phenix City Express,Opelika,AL,"Columbus, GA-AL",129,136,"242,324",,,0,0,,,,,,,,,,,,,
2007,4090,Piedmont Wagon Transit System,Hickory,NC,"Hickory, NC",162,211,"187,808","7,301",0,0,"6,426",,,,,,,,,,,,,
1993,4091,Gaston County Central Transportatio ,Gastonia,NC,"Gastonia, NC",202,90,"113,637","11,111",0,"16,325",,,,,,,,,,,,,,
2007,4092,Clarksville Transit System,Clarksville,TN,"Clarksville, TN-KY",219,79,"121,775","270,058","187,817","23,007","22,824","17,784","18,348","75,346","31,637","58,001","22,552","201,408","33,135","74,696","75,659","145,460","52,357","167,199"
2007,4093,Greensboro Transit Authority,Greensboro,NC,"Greensboro, NC",121,135,"267,884",,0,"649,193","59,816","96,089","30,140","274,813","83,671","17,500","187,500",0,0,"41,730",0,0,0,"298,287"
2007,4094,Puerto Rico Highway and Transportation Authority,San Juan,PR,"San Juan, PR",500,892,"2,216,616",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,4097,"Council on Aging of St. Lucie, Inc.",Fort Pierce,FL,"Port St. Lucie, FL",117,169,"270,774",,,,0,"50,674","192,977","21,754","99,940","42,170","18,964","39,251","99,647","13,076","83,410","49,605","147,724","98,686"
1993,4098,"Red Top Transportation, Inc. ",Miami,FL,"Miami--Hialeah, FL",16,353,"1,914,660",,0,0,,,,,,,,,,,,,,
2004,4099,Autauga County Commission,Prattville,AL,"Montgomery, AL",154,99,"196,892",,,"7,255","4,833",0,0,0,0,0,0,"25,848","32,106","7,591",0,,,
2007,4100,Santee Wateree Regional Transportation Authority,Sumter,SC,"Sumter, SC",364,45,"64,320",,,0,0,0,,0,0,0,,"18,927","14,037","82,976","65,063","17,057","16,984","17,595"
2007,4101,Spartanburg Transit System,Spartanburg,SC,"Spartanburg, SC",194,137,"145,058",,,,"6,859","3,935","5,821","5,660",0,0,"138,922","179,840","2,155,370",0,0,0,0,0
2007,4102,Waccamaw Regional Transportation Authority,Conway,SC,"Myrtle Beach, SC",217,101,"122,984",,,"24,097",0,0,"13,854",415,742,"5,266","53,696","44,324",0,0,0,0,0,"2,366"
2007,4103,Wiregrass Transit Authority,Dothan,AL,"Dothan, AL",377,53,"60,792",,,,"93,949",,,,,,"81,740",0,"51,185",0,"29,011",0,0,0
2007,4104,"Senior Resource Association, Inc.",Vero Beach,FL,"Vero Beach-Sebastian, FL",220,81,"120,962",,,,,"36,477","38,548","4,441","19,279","15,053",0,0,0,0,0,,0,0
2007,4105,Department of Transportation and Public Works,San Juan,PR,"San Juan, PR",500,892,"2,216,616",,,,"114,400","85,160","625,000","70,400","228,800","24,000","1,310,000","567,200",0,0,0,0,0,0
2001,4106,Comsis Mobility Services ,Miami,FL,"Miami--Hialeah, FL",16,353,"1,914,660",,,,0,0,0,0,0,0,,0,,,,,,
2007,4108,Research Triangle Regional Public Transportation Authority,Research Triangle Park,NC,"Durham, NC",109,157,"287,796",,,,,"342,126","461,983","32,609","489,249","1,850,925","723,696","487,177",0,0,"2,399,997","4,016,878","11,667,812","440,889"
1995,4109,"B & L Services, Inc. ",Fort Lauderdale,FL,"Fort Lauderdale--Hollywood--Pompano Beach, FL",26,327,"1,238,134",,,,,0,,,,,,,,,,,,
2007,4110,Charleston Area Regional Transportation Authority,Charleston,SC,"Charleston-North Charleston, SC",75,231,"423,410",,,,,,0,"92,681",0,0,0,"353,122",0,"200,000",0,"20,286","725,368","537,188"
2007,4111,Morgan County Area Transportation System,Decatur,AL,"Decatur, AL",433,28,"52,315",,,,,,,"23,504",,,,,,0,,"28,272","35,462","39,724"
2007,4113,"Council on Aging of Martin County, Inc.",Stuart,FL,"Port St. Lucie, FL",117,169,"270,774",,,,,,,"67,500",0,0,0,0,0,0,0,"31,000","23,900",0
2007,4120,"City of Ocala, Florida",Ocala,FL,"Ocala, FL",246,89,"106,542",,,,,,,,,"236,401","20,829","2,867",0,"5,692","69,356","64,500",0,0
2007,4127,Polk County Transit Services Division - Polk County Board of County Commissioners,Bartow,FL,"Lakeland, FL",151,121,"199,487",,,,,,,,,,0,"39,978",0,0,0,0,0,"259,302"
2007,4128,Okaloosa County Board of County Commissioners,Fort Walton Beach,FL,"Fort Walton Beach, FL",191,97,"152,741",,,,,,,,,,0,"10,852",0,"57,603",0,0,0,0
2007,4129,Charlotte County Transit Division,Punta Gorda,FL,"North Port-Punta Gorda, FL",218,89,"122,421",,,,,,,,,,,0,0,0,0,0,0,0
2007,4130,Macon-Bibb County Transit Authority,Macon,GA,"Macon, GA",203,81,"135,170",,,,,,,,,,,,"295,629","33,498",0,"86,000",0,0
2007,4131,Davidson County Transportation,Lexington,NC,"High Point, NC",205,94,"132,844",,,,,,,,,,,,0,,,,,
2007,4132,Goldsboro-Wayne Transportation Authority,Goldsboro,NC,"Goldsboro, NC",396,44,"57,915",,,,,,,,,,,"62,834",,,,,,
2007,4133,Guildford County Transportation,Greensboro,NC,"Greensboro, NC",121,135,"267,884",,,,,,,,,,,,,,,0,0,0
2006,4134,"Advanced Transportation Solutions, LLC",Miami,FL,"Miami, FL",5,"1,116","4,919,036",,,,,,,,,,,0,0,0,0,0,0,
2007,4135,Georgia Regional Transportation Authority,Atlanta,GA,"Atlanta, GA",11,"1,963","3,499,840",,,,,,,,,,,,"281,658","350,047","4,292,582","836,332",0,"25,162"
2007,4138,Gwinnett County Board of Commissioners,Lawrenceville,GA,"Atlanta, GA",11,"1,963","3,499,840",,,,,,,,,,,,"1,399,142","1,013,432","425,365","2,024","66,606","9,910"
2007,4140,Collier Area Transit,Naples,FL,"Bonita Springs-Naples, FL",138,150,"221,251",,,,,,,,,,,,,,,"398,933","260,072","541,136"
2007,4141,Central Midlands Regional Transit Authority,Columbia,SC,"Columbia, SC",77,269,"420,537",,,,,,,,,,,,,0,0,0,0,"3,955,151"
2007,4142,City of Canton Transit,Canton,GA,"Atlanta, GA",11,"1,963","3,499,840",,,,,,,,,,,,,"134,523",0,0,"9,400",0
2007,4143,Town of Cary,Cary,NC,"Raleigh, NC",66,320,"541,527",,,,,,,,,,,,,,0,0,0,0
2007,4146,Hernando County Board of County Commissioners,Brooksville,FL,"Brooksville, FL",255,84,"102,193",,,,,,,,,,,,,,,0,0,0
2007,4147,NC State University Transportation Department,Raleigh,NC,"Raleigh, NC",66,320,"541,527",,,,,,,,,,,,,,,0,0,0
2007,4148,"Tri-County Community Council, Inc.",Bonifay,FL,"Panama City, FL",207,102,"132,419",,,,,,,,,,,,,,0,0,0,0
2007,4152,"Miami Lakes - VPSI, Inc.",Miami Lakes,FL,"Miami, FL",5,"1,116","4,919,036",,,,,,,,,,,,,,,0,0,0
2007,4153,"Marietta - VPSI, Inc.",Marietta,GA,"Atlanta, GA",11,"1,963","3,499,840",,,,,,,,,,,,,,,0,0,0
2007,4155,"St Johns County, Florida,  Board of County Commissioners",St. Augustine,FL,"St. Augustine, FL",422,35,"53,519",,,,,,,,,,,,,,,,,"100,000"
2007,4157,Clayton County Board of Commissioners,Jonesboro,GA,"Atlanta, GA",11,"1,963","3,499,840",,,,,,,,,,,,,,,,,"45,211"
2007,4158,Lake County Board of County Commissioners,Tavares,FL,"Leesburg-Eustis, FL",263,71,"97,497",,,,,,,,,,,,,,,,,0
2007,4159,Regional Transportation Authority,Nashville,TN,"Nashville-Davidson, TN",48,431,"749,935",,,,,,,,,,,,,,,,,"276,710"
2007,4161,Cherokee County Board of Commissioners,Canton,GA,"Atlanta, GA",11,"1,963","3,499,840",,,,,,,,,,,,,,,,,0
2007,5001,City of Appleton - Valley Transit,Appleton,WI,"Appleton, WI",163,73,"187,683","18,170","8,480","474,100","389,893","36,579","26,091","37,693","29,425","43,773","5,379","28,749","18,047","7,503","844,183","241,132","80,173","3,155"
2007,5002,Green Bay Metro,Green Bay,WI,"Green Bay, WI",164,82,"187,316","35,326","59,011","139,588","17,478","329,176","45,932","85,109","533,411","273,981","1,083,451","190,665","10,862","440,730","149,185",0,"7,661","15,671"
2007,5003,Kenosha Transit,Kenosha,WI,"Kenosha, WI",241,42,"110,942","16,167","17,505","116,474","682,870",,"232,419","34,193","119,726","175,866","473,111","29,544","10,174","23,968","803,503","1,315,119","5,437,885","457,465"
2007,5004,LaCrosse Municipal Transit Utility,LaCrosse,WI,"La Crosse, WI-MN",285,40,"89,966","106,638","161,137","77,462","299,174","335,714","9,254","4,268","22,055","213,720","5,501","231,086",0,"10,180","43,273","247,102","35,136","404,994"
2007,5005,Metro Transit System,Madison,WI,"Madison, WI",95,114,"329,533","511,399","303,845","524,137","844,993","897,308","800,200","1,004,531","1,034,108",0,"1,706,280","1,030,800","268,663","1,464,584","2,159,510","1,115,023","1,013,301","630,795"
2007,5006,Belle Urban System - Racine,Racine,WI,"Racine, WI",209,46,"129,545","66,445","41,176","235,403",,"202,375","146,580","1,224,445","18,547","24,028","35,762","73,910","114,577","418,837","1,255,226","364,564","134,350","88,198"
2007,5008,Milwaukee County Transit System,Milwaukee,WI,"Milwaukee, WI",32,487,"1,308,913","4,828,627","6,873,188","1,111,018","1,647,330","886,414","6,062,156","2,734,608","1,350,151","492,747","5,027,503","3,464,866","3,440,162","2,903,924",0,0,0,0
2007,5009,Oshkosh Transit System,Oshkosh,WI,"Oshkosh, WI",336,27,"71,070","11,714",0,"401,840","2,807","1,707","20,376","154,855","13,767","15,826","11,044","22,566","76,619","564,318","4,636","28,509","27,586",0
2007,5010,Metro Regional Transit Authority,Akron,OH,"Akron, OH",60,308,"570,215","112,591","476,213","134,656","81,788","1,020","27,841","84,282","86,376","90,705","639,095","617,829","558,788","744,300","73,759","357,078","767,685","629,640"
2007,5011,Stark Area Regional Transit Authority,Canton,OH,"Canton, OH",122,143,"266,595","38,536","26,141","41,060","13,024","52,038","16,657","104,742","308,378","23,363",0,0,"275,372",0,0,"605,074",0,"375,893"
2007,5012,Southwest Ohio Regional Transit Authority,Cincinnati,OH,"Cincinnati, OH-KY-IN",26,672,"1,503,262","1,541,818","-550,815","209,787","637,085","585,179","1,136,731","1,577,109","2,682,463","1,579,374","2,271,451","10,568,610","13,005,815","2,127,863","2,325,525","905,113","4,941,243","1,874,544"
2007,5015,The Greater Cleveland Regional Transit Authority,Cleveland,OH,"Cleveland, OH",21,647,"1,786,647","12,024,929","12,431,732","9,171,172","24,619,412","30,172,102","44,899,019","31,364,989","21,983,250","15,599,946","19,056,376","14,121,765","1,000,000","500,000","2,000,000","3,000,000","13,397,088","33,778,492"
2007,5016,Central Ohio Transit Authority,Columbus,OH,"Columbus, OH",36,398,"1,133,193","1,437,535","757,301","2,259,526","667,396","4,328,705","804,176","488,404","818,818","4,679,479","5,594,685","5,977,851","2,393,466",0,"1,172,530","2,674,449","1,977,726","2,461,232"
2007,5017,Greater Dayton Regional Transit Authority,Dayton,OH,"Dayton, OH",52,324,"703,444","1,631,768","2,410,957","2,733,509","2,044,558","3,755,439","4,011,562","6,884,304","4,655,448","5,348,437","2,895,246","4,265,123","2,370,211","838,153","468,933","214,385","1,686,965","1,461,623"
1995,5018,Hamilton City Lines ,Hamilton,OH,"Hamilton, OH",193,53,"118,315",0,"2,356","8,448",,,,,,,,,,,,,,
2007,5019,City of Middletown - Middletown Transit System,Middletown,OH,"Middletown, OH",273,48,"94,355","1,426","1,330",566,0,"4,884","6,136","6,032","4,823",0,0,0,0,0,0,0,0,0
2007,5020,Springfield City Area Transit,Springfield,OH,"Springfield, OH",286,44,"89,684",0,"23,650","11,126","10,299","9,747","7,449","6,107","26,757","15,363","59,032","73,726","5,773","19,972","24,439","5,886","31,029",0
2007,5021,Portage Area Regional Transportation Authority,Kent,OH,"Akron, OH",60,308,"570,215",,,,,,"5,359",,0,0,0,"4,696",0,"969,403","1,016,909","163,718","684,565","384,325"
2007,5022,Toledo Area Regional Transit Authority,Toledo,OH,"Toledo, OH-MI",71,202,"503,008","1,257,762","67,169","461,267","108,405","32,607","441,812","258,747","92,609","35,892","465,457","665,476","933,682","6,216,591","525,703","835,838","6,734","7,386"
2007,5024,Western Reserve Transit Authority,Youngstown,OH,"Youngstown, OH-PA",80,228,"417,437","2,172","39,794","30,217","93,087","30,885","34,118","54,090","25,528","196,264","44,580","75,025","88,068","77,058","11,643","149,275","114,185","91,021"
2007,5025,Duluth Transit Authority,Duluth,MN,"Duluth, MN-WI",225,66,"118,265","328,441",0,"4,160","60,374","1,241,532","80,686","512,399","12,049","167,201","6,249","188,644","500,199","79,021","542,084","185,427","724,170","917,667"
2007,5026,City of Moorhead Transit,Moorhead,MN,"Fargo, ND-MN",197,46,"142,477","3,005","6,815",,"12,055","8,646","10,517","111,330","131,527",0,"29,093",0,"1,800","167,954","341,446","117,724","324,683","44,748"
2007,5027,Metro Transit,Minneapolis,MN,"Minneapolis-St. Paul, MN",16,894,"2,388,593","6,965,873","3,951,975","6,303,816","15,532,952","14,391,886","5,867,700","5,281,509","20,939,402","17,973,257","31,015,017","31,120,753","23,842,501","29,208,613","31,719,071","11,340,705","19,416,024","16,427,386"
2007,5028,St. Cloud Metropolitan Transit Commission,St. Cloud,MN,"St. Cloud, MN",280,39,"91,305","8,605","247,389","51,023","43,563","202,526","122,484","285,975","175,031","91,262","147,187","141,107","710,347","86,215","31,646","358,097","565,747","112,090"
2007,5029,Bay Metropolitan Transit Authority,Bay City,MI,"Bay City, MI",326,40,"74,048",0,"12,439","2,787","26,229","72,501","2,930","7,066","10,866",0,0,"54,125","7,634",0,0,"9,700","37,732","1,004"
2007,5030,Battle Creek Transit,Battle Creek,MI,"Battle Creek, MI",313,51,"79,135","189,365","19,413","8,459",549,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,5031,Suburban Mobility Authority for Regional Transportation,Detroit,MI,"Detroit, MI",9,"1,262","3,903,377",0,"155,706","564,420","248,297","21,240","1,871","43,749","474,197","200,051","376,922","113,900","20,822,700","29,958,099","20,541,485","134,602","3,575",0
2007,5032,Mass Transportation Authority,Flint,MI,"Flint, MI",86,231,"365,096","16,353","563,286","7,892",0,"11,826","9,498","10,205","1,995","54,023","8,945",0,0,0,0,0,"1,205,282",0
2007,5033,Interurban Transit Partnership,Grand Rapids,MI,"Grand Rapids, MI",67,257,"539,080",650,"157,146","29,132","9,327","3,709","30,341",325,0,0,0,0,"50,000","289,765","741,555","4,000",0,"451,672"
2007,5034,City of Jackson Transportation Authority,Jackson,MI,"Jackson, MI",292,52,"88,050",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,024","3,492"
2007,5035,Kalamazoo Metro Transit System,Kalamazoo,MI,"Kalamazoo, MI",161,108,"187,961",0,0,0,0,294,0,0,0,0,0,0,"3,426","10,049",0,"16,323","195,951","2,630"
2007,5036,Capital Area Transportation Authority,Lansing,MI,"Lansing, MI",104,137,"300,032","374,114","12,231","16,712","14,113",0,0,0,0,0,0,"217,935","59,901","59,135",0,0,0,0
2007,5037,Muskegon Area Transit System,Muskegon Heights,MI,"Muskegon, MI",185,100,"154,729",0,0,"3,597","41,437","163,623",0,0,0,0,0,0,0,0,0,0,0,0
2007,5038,Niles Dial-A-Ride,Niles,MI,"South Bend, IN-MI",113,156,"276,498",0,0,"1,146",0,0,"18,799",430,0,0,0,0,0,0,0,0,0,"1,516"
